recno,Name,Vmag,SpType,n_Name,Teff,e_Teff,E_Teff,logg,e_logg,E_logg,[M/H],e_[M/H],E_[M/H],SMR,_RA,_DE,DR3Name,RAdeg,DEdeg,errHalfMaj,errHalfMin,errPosAng,SolID,Source,RandomI,e_RAdeg,e_DEdeg,Plx,e_Plx,RPlx,PM,pmRA,e_pmRA,pmDE,e_pmDE,RADEcor,RAPlxcor,RApmRAcor,RApmDEcor,DEPlxcor,DEpmRAcor,DEpmDEcor,PlxpmRAcor,PlxpmDEcor,pmRApmDEcor,NAL,NAC,NgAL,NbAL,gofAL,chi2AL,epsi,sepsi,Solved,APF,nueff,pscol,e_pscol,RApscolCorr,DEpscolCorr,PlxpscolCorr,pmRApscolCorr,pmDEpscolCorr,MatchObsA,Nper,amax,MatchObs,IPDgofha,IPDgofhp,IPDfmp,IPDfow,RUWE,Dup,o_Gmag,FG,e_FG,RFG,Gmag,e_Gmag,o_BPmag,FBP,e_FBP,RFBP,BPmag,e_BPmag,o_RPmag,FRP,e_FRP,RFRP,RPmag,e_RPmag,E(BP/RP),NBPcont,NBPblend,NRPcont,NRPblend,Mode,BP-RP,BP-G,G-RP,RV,e_RV,n_RV,o_RV,o_RVd,RVNper,RVS/N,RVgof,RVchi2,RVTdur,RVamp,RVtempTeff,RVtemplogg,RVtemp[Fe/H],Vatmparam,vbroad,e_Vbroad,o_Vbroad,GRVSmag,e_GRVSmag,o_GRVSmag,RVSS/N,VarFlag,PQSO,PGal,PSS,Teff_x,b_Teff_x,B_Teff_xa,logg_x,b_logg_x,B_logg_xa,[Fe/H],b_[Fe/H]_x,B_[Fe/H]_xa,Dist,b_Dist_x,B_Dist_xa,A0,b_A0_x,B_A0_xa,AG,b_AG_x,B_AG_xa,E(BP-RP),b_E(BP-RP)_x,B_E(BP-RP)_xa,Lib,RAJ2000,DEJ2000,e_RAJ2000,e_DEJ2000,RADEcorJ2000,angDist
84,HD 283444,9.29,G0V," ",6220,50,65,4.5,0.25,0.35,0.06,0.04,0.06," ",63.08892,28.43507,Gaia DR3 163246625976663296,63.08907148734,28.43507064222,0.0,0.0,74.0,1636148068921376768,163246625976663296,1390560112,0.099,0.0591,8.7554,0.1087,80.5751,31.129,31.128,0.136,-0.241,0.092,0.3331,0.0074,-0.1719,-0.1056,9.0E-4,-0.2039,0.1982,0.1488,-0.074,-0.0187,356,356,347,9,91.4225,26542.0,0.85,1042.4,31,false,1.586,,,,,,,,39,17,0.189349,44,0.01431,148.7,0,0,6.076,1,362,4049598.46203,692.287,5849.59,9.168837,0.002762,41,2302400.0,596.75,3858.23,9.433091,0.002804,42,2531620.0,716.91,3531.3,8.739398,0.003792,1.194,0,0,0,0,0,0.693693,0.264255,0.429439,-1.11,0.49,1,15,7,9,140.19,9.6415,0.0,685.442,5.35,6250.0,4.5,0.0,222,6.8858,2.9463,7,8.56121,0.007728,7,,NOT_AVAILABLE,0.0,0.0,0.992964,6063.7,6058.9,6072.6,4.2451,4.203,4.2621,-0.3938,-0.4048,-0.3772,114.4216,111.1784,123.0938,0.0042,9.0E-4,0.0107,0.0036,7.0E-4,0.0091,0.002,4.0E-4,0.005,MARCS,63.0889141605,28.43507171121,2.188567,1.459835,-0.005,0.479567
85,HD 283492,10.76,G0V," ",6120,35,30,4.0,0.15,0.15,0.14,0.04,0.04," ",63.35893,26.05521,Gaia DR3 162694808579688832,63.35898467671,26.05518823019,0.0,0.0,74.0,1636148068921376768,162694808579688832,1354674378,0.0139,0.0087,2.7961,0.0158,177.1894,13.392,12.249,0.025,-5.415,0.016,0.3015,-0.0398,0.1534,-0.0658,0.048,-0.1091,0.4104,-0.2348,-0.0399,0.1195,369,369,365,4,-2.4144,682.07,0.069,7.2258,31,true,1.54,,,,,,,,42,16,0.034351,47,0.02443,142.3,0,0,0.91,0,357,1249292.60299,144.767,8629.67,10.445706,0.002758,41,649039.0,208.02,3120.07,10.807865,0.002812,41,862588.0,202.713,4255.22,9.908387,0.003788,1.21,0,3,0,0,0,0.899478,0.362159,0.537319,4.97,0.3,1,19,8,12,93.372,0.48385,0.210837,532.161,4.26,6000.0,4.0,0.0,222,6.3287,4.7769,9,9.698216,0.00573,9,,NOT_AVAILABLE,0.0,0.0,0.999904,5915.3,5909.5,5921.4,3.689,3.6867,3.6915,-0.2794,-0.2811,-0.277,354.4884,353.6453,355.2237,0.3879,0.3845,0.3917,0.3256,0.3227,0.3289,0.1759,0.1742,0.1776,MARCS,63.35892408051,26.05521229583,0.39143,0.260009,0.128,0.193421
87,HD 283532,10.82,G0V," ",6105,55,30,3.4,0.35,0.15,-0.02,0.06,0.04," ",64.35382,26.40076,Gaia DR3 150802074199914880,64.3538587191,26.40073886627,0.0,0.0,77.0,1636148068921376768,150802074199914880,1580941115,0.0159,0.0088,2.9125,0.0174,167.4372,8.913,7.998,0.023,-3.932,0.015,0.3045,-0.0535,-0.2323,-0.1482,-0.0496,-0.2029,0.1292,0.1841,-0.1246,0.0757,395,395,391,4,4.2538,1125.2,0.102,17.021,31,true,1.536,,,,,,,,45,18,0.031757,48,0.02441,151.8,0,0,1.156,0,385,1189096.05514,198.564,5988.49,10.499325,0.002761,45,613669.0,230.241,2665.33,10.868707,0.00282,43,826706.0,226.419,3651.23,9.954518,0.003791,1.211,0,0,0,0,0,0.914188,0.369382,0.544806,-1.73,0.28,1,23,4,14,95.613,-0.27222,0.547862,715.177,3.9,6250.0,4.0,0.0,222,10.4231,2.3949,16,9.733296,0.006546,16,,NOT_AVAILABLE,0.0,0.0,0.999934,5989.7,5983.2,5998.4,3.8655,3.8625,3.8687,-0.3189,-0.3258,-0.3113,339.9994,338.0169,341.7688,0.4601,0.4562,0.465,0.3866,0.3832,0.3908,0.2092,0.2073,0.2115,MARCS,64.35381903156,26.40075634296,0.365679,0.239911,0.0895,0.146206
88,HD 283538,10.54,G2V," ",6005,25,40,4.0,0.1,0.25,0.16,0.04,0.06,*,64.60738,26.16202,Gaia DR3 150736313957275520,64.6074706038,26.16195071396,0.0,0.0,73.0,1636148068921376768,150736313957275520,340856252,0.0179,0.0104,3.3532,0.0203,164.7786,24.968,20.077,0.025,-14.843,0.018,0.3798,-0.1429,-0.1355,0.0147,-0.157,-0.0758,0.2894,0.2103,-0.1329,0.1934,382,382,377,5,2.7277,1054.7,0.114,18.984,31,false,1.525,,,,,,,,43,18,0.035657,46,0.03034,159.1,0,0,1.101,0,386,1549699.51116,262.277,5908.65,10.211748,0.002761,44,781786.0,246.327,3173.77,10.605822,0.002811,41,1103450.0,227.428,4851.88,9.64101,0.003786,1.217,0,0,0,0,0,0.964811,0.394073,0.570738,21.71,4.5,1,23,8,13,110.24,79.026,0.0,715.251,53.81,6000.0,4.0,0.25,222,6.7405,2.9377,10,9.413596,0.011706,10,,NOT_AVAILABLE,0.0,0.0,0.999874,5655.1,5639.9,5664.2,3.6579,3.6503,3.6678,-0.3493,-0.3641,-0.3405,297.3426,294.9894,299.2042,0.3564,0.3471,0.3624,0.2955,0.2876,0.3005,0.1594,0.1552,0.1621,MARCS,64.60737118843,26.16201668216,0.406522,0.277729,0.1968,0.384607
89,HD 282035,11.24,G2V," ",5985,55,45,3.95,0.3,0.25,0.14,0.06,0.06," ",65.89252,30.05057,Gaia DR3 165276766821212288,65.89250608284,30.05053177643,0.0,0.0,85.0,1636148068921376768,165276766821212288,1389311221,0.0231,0.0143,3.9743,0.0252,158.0229,9.441,-1.83,0.03,-9.262,0.02,0.0963,-0.0676,-0.3874,0.108,-0.1923,-0.0163,-0.1145,0.3454,-0.01,-0.0496,256,256,248,8,1.6445,972.57,0.15,27.153,31,true,1.483,,,,,,,,29,15,0.042872,30,0.01933,179.7,0,0,1.074,0,253,561702.53649,327.173,1716.84,11.313601,0.002827,28,255874.0,190.357,1344.18,11.818477,0.002905,28,436425.0,143.059,3050.65,10.648123,0.003796,1.233,0,1,0,0,0,1.170354,0.504876,0.665478,38.74,0.52,1,14,5,12,50.66,0.28863,0.457919,920.333,5.75,6000.0,4.0,0.0,222,,,,10.379104,0.012898,8,,NOT_AVAILABLE,0.0,0.0,0.999971,5778.7,5731.9,5849.7,3.9991,3.9837,4.0225,-0.2706,-0.3096,-0.1901,244.8178,242.1888,247.767,0.9144,0.8855,0.9574,0.7466,0.7223,0.7829,0.4042,0.3911,0.4236,MARCS,65.89251547951,30.05057294262,0.484588,0.321592,-0.0525,0.144277
90,HD 27835,8.2,G0V," ",5935,40,55,4.4,0.2,0.25,0.08,0.06,0.04," ",66.05327,16.37893,Gaia DR3 3313630082762446080,66.05307147566,16.37872131984,0.011,0.008,78.0,1636148068921376768,3313630082762446080,26887215,11.0452,7.814,,,,,,,,,0.1534,,,,,,,,,,172,0,172,0,851.3234,5499800.0,75.609,295760.0,3,false,,,,,,,,,21,11,21.976334,21,1.684,172.0,42,0,,0,117,14413.49434,76.2636,188.996,15.290443,0.006371,0,,,,,,0,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,66.05307147566,16.37872131984,11.045184,7.813959,0.1534,1.017122
91,HD 27834,8.63,G2V," ",6415,40,35,4.5,0.2,0.2,-0.08,0.02,0.02," ",66.0607,16.40159,Gaia DR3 3313630112825483264,66.06079653926,16.40150313504,0.0,0.0,78.0,1636148068921376768,3313630112825483264,180441663,0.0182,0.0097,10.7932,0.0197,548.7459,30.271,22.265,0.024,-20.508,0.018,0.2836,0.1966,0.0082,-0.141,0.008,-0.1202,0.2372,0.1042,-0.1303,0.063,502,502,498,4,0.054,1152.6,0.121,18.081,31,true,1.606,,,,,,,,57,16,0.033011,60,0.02724,154.3,1,0,1.001,1,519,7130999.92339,1353.61,5268.13,8.554491,0.002763,59,4191850.0,1572.96,2664.94,8.782529,0.00282,57,4296660.0,1463.46,2935.96,8.165068,0.003797,1.19,0,42,0,41,0,0.617461,0.228038,0.389423,35.62,0.27,1,25,7,12,251.28,4.2182,0.0,715.752,3.9,5500.0,4.5,0.0,440,30.7049,1.3584,16,8.008757,0.021174,16,,NOT_AVAILABLE,0.0,0.0,0.998613,6348.2,6347.2,6349.3,4.2366,4.2345,4.2387,-0.3564,-0.3624,-0.35,91.9442,91.769,92.1153,3.0E-4,0.0,8.0E-4,2.0E-4,0.0,7.0E-4,1.0E-4,0.0,4.0E-4,MARCS,66.06069338458,16.40159428116,0.381004,0.282411,0.0748,0.457105
92,HD 28821,7.61,G3V," ",5690,140,120,4.35,0.55,0.7,0.06,0.18,0.1," ",68.08947,-5.039,Gaia DR3 3201236698501590272,68.08946161343,-5.03916157264,0.0,0.0,94.0,1636148068921376768,3201236698501590272,939592903,0.0174,0.0108,27.7458,0.0216,1284.4196,35.249,-1.367,0.02,-35.222,0.018,-0.0616,0.4197,0.1284,0.254,-0.199,0.1387,0.1719,0.2236,0.0476,1.0E-4,353,353,351,2,-3.1053,627.54,0.091,6.9921,31,true,1.554,,,,,,,,40,19,0.028805,42,0.01659,159.4,0,0,0.883,0,364,1.963195622823E7,3402.22,5770.33,7.454958,0.002762,41,1.05006E7,5077.1,2068.24,7.785502,0.002839,40,1.31739E7,6355.5,2072.83,6.948611,0.003816,1.206,0,0,0,0,0,0.836892,0.330544,0.506347,37.69,0.13,1,23,0,15,445.9,1.5856,0.015627,874.831,0.87,5750.0,4.5,0.0,222,,,,6.758294,0.004513,23,,NOT_AVAILABLE,0.0,0.0,0.998258,5597.1,5596.1,5598.0,4.3522,4.3514,4.3529,-0.6606,-0.6678,-0.6535,36.0142,35.9815,36.049,0.0,0.0,1.0E-4,0.0,0.0,1.0E-4,0.0,0.0,1.0E-4,PHOENIX,68.08946771218,-5.03900502759,0.325025,0.287324,-0.0189,0.582439
93,HD 29714,9.32,G2V," ",5825,80,35,4.4,0.35,0.2,-0.02,0.06,0.04," ",70.42759,22.62328,Gaia DR3 146424299933806336,70.42790281898,22.62285055626,0.0,0.0,86.0,1636148068921376768,146424299933806336,958900544,0.0182,0.0094,11.5154,0.0209,550.8063,117.618,65.537,0.027,-97.667,0.017,0.1078,0.0866,-0.1806,-0.0358,-0.1907,-0.0633,-0.2304,0.0427,0.2782,0.0177,298,298,292,6,1.6267,663.36,0.093,11.303,31,true,1.563,,,,,,,,34,15,0.036941,34,0.02854,56.1,43,0,1.067,0,294,3993164.32582,1035.36,3856.8,9.184073,0.00277,33,2194050.0,718.597,3053.24,9.485425,0.002813,33,2670950.0,753.804,3543.3,8.681231,0.003792,1.218,0,0,0,0,0,0.804194,0.301352,0.502843,71.51,0.17,1,4,1,4,78.998,-1.0165,0.801886,480.665,0.39,6000.0,4.5,0.0,222,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.992964,5685.2,5683.4,5687.6,4.3314,4.3301,4.3327,-0.4726,-0.4791,-0.466,86.5049,86.3406,86.661,8.0E-4,2.0E-4,0.0023,7.0E-4,1.0E-4,0.0019,4.0E-4,1.0E-4,0.0011,MARCS,70.42758726051,22.62328463729,0.428961,0.267988,0.0212,1.862972
94,BD+45 978,9.27,G2V," ",5825,55,65,4.2,0.25,0.3,0.02,0.06,0.08," ",70.94109,46.10536,Gaia DR3 253311570481427200,70.94106730931,46.1049537528,0.0,0.0,75.0,1636148068921376768,253311570481427200,930718240,0.0136,0.0101,8.1161,0.0168,482.647,90.194,-3.8,0.023,-90.114,0.017,0.1792,-0.0387,-0.3427,0.0384,-0.1137,0.039,-0.4112,-0.0664,-0.1555,0.2032,311,311,306,5,-1.7916,526.52,0.067,5.5099,31,true,1.565,,,,,,,,36,17,0.032576,37,0.01135,65.65,0,0,0.927,0,310,4041076.47141,624.801,6467.79,9.171124,0.00276,33,2204950.0,728.17,3028.07,9.480045,0.002813,34,2638470.0,530.07,4977.6,8.694514,0.003786,1.199,0,0,0,0,0,0.785531,0.308921,0.47661,-2.0,0.14,1,13,1,11,137.16,-1.1848,0.835984,719.347,0.81,5750.0,3.5,0.0,444,,,,8.513125,0.007289,9,,NOT_AVAILABLE,0.0,0.0,0.997667,5782.8,5780.0,5791.6,4.0691,4.0663,4.0757,-0.0477,-0.0537,-0.0398,122.0465,121.3774,122.4265,0.0023,5.0E-4,0.008,0.0019,4.0E-4,0.0067,0.001,2.0E-4,0.0036,MARCS,70.94109166718,46.10535426037,0.369788,0.273384,0.1948,1.463586
95,HD 283886,9.88,G2V," ",5920,70,50,4.3,0.35,0.25,0.04,0.06,0.04," ",72.75263,24.12266,Gaia DR3 3413689626619125760,72.75261421593,24.12261399572,0.0,0.0,95.0,1636148068921376768,3413689626619125760,1030163341,0.0171,0.0079,8.1369,0.0176,461.8752,10.886,-3.788,0.022,-10.206,0.015,-0.1444,-0.0021,-0.1677,0.3558,0.0299,0.2535,-0.1622,0.2954,-0.0073,-0.0582,379,379,375,4,0.2085,789.81,0.079,8.2326,31,true,1.569,,,,,,,,43,17,0.03154,44,0.01306,178.2,0,0,1.007,0,352,2364943.31965,336.138,7035.64,9.752815,0.00276,40,1301420.0,326.392,3987.29,10.052497,0.002803,41,1531290.0,328.83,4656.8,9.28525,0.003787,1.198,0,0,0,0,0,0.767247,0.299682,0.467566,33.68,0.17,1,16,8,9,112.72,-1.5471,0.901101,560.63,1.64,6000.0,4.5,0.0,444,,,,9.114389,0.01018,7,129.4085,NOT_AVAILABLE,0.0,0.0,0.992964,6058.5,5968.2,6109.9,4.3805,4.334,4.4076,0.0377,-0.0315,0.0764,121.5574,120.8497,122.4312,0.1357,0.0832,0.1634,0.1153,0.0706,0.139,0.0618,0.0378,0.0745,MARCS,72.75263266157,24.1226593567,0.36155,0.244378,-0.0825,0.173545
96,HD 283921,10.37,G0V," ",6145,65,70,4.3,0.35,0.35,0.1,0.06,0.06," ",72.938,26.86228,Gaia DR3 153669020705879936,72.93796854084,26.86215394605,0.0,0.0,93.0,1636148068921376768,153669020705879936,485729771,0.024,0.0114,6.3863,0.0255,250.8262,28.527,-5.4,0.032,-28.011,0.02,-0.0756,0.0792,-0.195,0.3125,0.0789,0.2476,-0.2015,0.1865,0.0855,-0.1453,355,355,349,6,6.5951,1419.2,0.147,30.694,95,false,,1.5537,0.0042,0.09,0.123,-0.073,-0.02,0.098,41,18,0.045407,43,0.01604,167.1,0,0,1.261,0,350,1462467.1034,419.802,3483.71,10.274652,0.002773,39,782067.0,270.83,2887.66,10.605433,0.002815,39,980148.0,167.853,5839.33,9.769666,0.003784,1.205,0,0,0,0,0,0.835767,0.330781,0.504986,-13.41,0.21,1,15,3,9,82.874,-1.1363,0.77785,870.287,1.96,5500.0,3.5,0.0,333,9.62,3.9953,7,9.572598,0.016003,8,,NOT_AVAILABLE,0.0,0.0,0.999813,6265.3,6259.6,6271.5,4.2889,4.285,4.293,-0.3639,-0.3683,-0.3599,155.5794,154.9819,156.1795,0.3925,0.3894,0.3957,0.3333,0.3306,0.3361,0.1799,0.1784,0.1814,PHOENIX,72.93799544503,26.86227843807,0.519981,0.325592,-0.1657,0.464905
97,HD 284013,10.38,G2V," ",5880,50,60,4.6,0.2,0.25,0.14,0.04,0.06," ",74.44382,25.71813,Gaia DR3 3419916672068608384,74.44379433003,25.71787667674,0.0,0.0,97.0,1636148068921376768,3419916672068608384,432559248,0.0164,0.0066,6.8828,0.0178,385.6756,55.852,-3.96,0.023,-55.711,0.015,-0.2526,-0.0937,-0.1904,0.2594,0.1159,0.2358,-0.2392,0.2412,0.1885,-0.2253,517,517,505,12,-2.4805,1048.1,0.08,10.945,31,true,1.553,,,,,,,,58,17,0.033014,59,0.04923,173.2,0,0,0.922,0,497,1448928.32073,213.649,6781.8,10.28475,0.00276,57,773491.0,145.116,5330.14,10.617404,0.002798,55,969358.0,178.455,5431.96,9.781685,0.003785,1.203,0,0,0,0,0,0.835719,0.332654,0.503065,99.95,0.18,1,23,7,12,106.65,-0.90688,0.646865,918.576,2.03,5250.0,3.0,-0.25,444,9.6735,3.3217,12,9.601784,0.009505,13,,NOT_AVAILABLE,0.0,0.0,0.999442,5660.7,5649.6,5671.5,4.3355,4.3335,4.3378,-0.2054,-0.2164,-0.1948,144.1745,143.7203,144.5606,0.0467,0.0396,0.0536,0.039,0.033,0.0448,0.0209,0.0177,0.0241,MARCS,74.44381386486,25.71812428392,0.374778,0.237006,-0.2397,0.915756
98,HD 31867,8.05,G2V," ",5590,50,65,4.4,0.2,0.3,-0.1,0.06,0.06," ",75.07301,25.13644,Gaia DR3 3419824248667573248,75.07331055205,25.13646336477,0.0,0.0,96.0,1636148068921376768,3419824248667573248,1533021296,0.0223,0.0112,24.8587,0.0237,1047.4841,61.966,61.778,0.029,4.815,0.019,-0.1644,-0.0171,-0.2793,0.3287,0.016,0.2514,-0.3078,0.3331,0.0856,-0.0693,422,422,420,2,-0.5663,868.7,0.124,11.669,31,true,1.552,,,,,,,,47,17,0.041464,47,0.02882,174.4,0,0,0.98,0,413,1.33236528953E7,2319.59,5743.96,7.875809,0.002762,46,7092990.0,2481.54,2858.31,8.211469,0.002816,41,8950370.0,2801.11,3195.29,7.368293,0.003795,1.204,0,0,0,0,0,0.843176,0.33566,0.507516,-26.2,0.12,1,28,0,13,391.69,-0.98319,0.598036,918.399,0.75,5750.0,4.5,0.0,222,,,,7.179167,0.004815,28,,NOT_AVAILABLE,0.0,0.0,1.0E-6,5572.2,5565.9,5592.3,4.4245,4.418,4.4427,-0.1771,-0.2068,-0.0548,39.8877,39.5552,40.109,0.0014,1.0E-4,0.0051,0.0011,0.0,0.0042,6.0E-4,0.0,0.0023,MARCS,75.07300726251,25.13644196687,0.471387,0.303574,-0.0922,0.983127
99,HD 33344,8.82,G2V," ",5905,40,35,4.0,0.2,0.15,0.1,0.04,0.04," ",77.42549,1.93206,Gaia DR3 3234818704191750912,77.42581949016,1.93186788638,0.0,0.0,74.0,1636148068921376768,3234818704191750912,503164229,0.0125,0.0089,6.9783,0.0189,368.6694,85.368,73.504,0.015,-43.416,0.009,0.2143,0.079,-0.2483,-0.3145,-0.1196,-0.2574,-0.5294,0.351,0.0478,-0.1493,494,494,490,4,-3.6147,825.49,0.068,6.7211,31,true,1.569,,,,,,,,56,18,0.021392,58,0.01832,62.76,0,0,0.886,1,485,6231945.13077,884.088,7049.01,8.700808,0.00276,54,3431060.0,800.939,4283.79,8.999972,0.002802,54,4036620.0,966.898,4174.82,8.23285,0.003788,1.198,0,12,0,12,0,0.767122,0.299165,0.467957,60.56,0.15,1,22,5,11,226.66,-0.17283,0.470106,955.441,1.74,6000.0,4.0,0.0,444,,,,8.06097,0.006027,15,,NOT_AVAILABLE,0.0,0.0,0.992964,,,,,,,,,,,,,,,,,,,,,,,77.42549261953,1.93206084726,0.236473,0.153487,-0.111,1.372483
100,HD 33490,9.19,G3V," ",5790,85,105,3.6,0.45,0.55,0.12,0.12,0.18," ",77.67639,2.07646,Gaia DR3 3234827672083391360,77.67646962668,2.07637737666,0.0,0.0,67.0,1636148068921376768,3234827672083391360,1664616932,0.0121,0.009,8.377,0.0157,534.686,27.141,18.385,0.015,-19.966,0.01,0.2994,0.0122,-0.264,-0.3654,-0.0996,-0.3277,-0.4808,0.2694,0.0526,-0.0701,474,474,472,2,0.6125,1005.9,0.084,12.448,31,true,1.568,,,,,,,,54,18,0.021851,56,0.02986,175.3,0,0,1.019,0,443,4390588.69421,663.662,6615.7,9.08106,0.00276,52,2413040.0,631.804,3819.29,9.382131,0.002805,52,2844720.0,779.064,3651.46,8.612797,0.003791,1.198,0,0,0,0,0,0.769334,0.30107,0.468264,7.63,0.18,1,12,3,10,135.74,0.60376,0.134784,955.765,1.51,5750.0,3.5,0.0,444,,,,8.431368,0.0057,6,,NOT_AVAILABLE,0.0,0.0,0.996487,5950.5,5947.4,5960.0,4.1805,4.1775,4.182,-0.1818,-0.186,-0.1755,119.0422,118.7615,119.7504,0.0021,5.0E-4,0.008,0.0018,4.0E-4,0.0068,0.001,2.0E-4,0.0036,PHOENIX,77.67638786216,2.07646611515,0.246376,0.161858,-0.0308,0.412961
101,HD 290084,9.7,G2V," ",5310,45,40,3.15,0.2,0.15,-0.1,0.08,0.06," ",78.34619,-0.70259,Gaia DR3 3215505984311073024,78.346167311,-0.70256682149,0.0,0.0,77.0,1636148068921376768,3215505984311073024,1316648352,0.0182,0.0138,1.4666,0.0237,62.0052,7.715,-5.902,0.026,4.969,0.018,0.1312,-0.0844,0.0171,-0.1117,-0.2566,-0.0837,-0.2217,0.1787,0.1548,-0.164,330,330,327,3,11.7707,1362.5,0.159,33.332,31,true,1.5,,,,,,,,37,21,0.037012,41,0.006826,151.5,0,0,1.497,0,347,2860206.46765,383.707,7454.14,9.546373,0.002759,37,1365790.0,396.062,3448.43,10.000082,0.002808,38,2136280.0,590.137,3619.97,8.923752,0.003791,1.224,0,0,0,0,0,1.07633,0.453709,0.622622,16.39,1.25,1,13,4,9,128.09,27.895,0.0,798.373,8.57,5000.0,2.5,-0.25,444,9.5561,1.213,7,8.674665,0.006476,7,,NOT_AVAILABLE,0.0,0.0,0.999834,5662.7,5655.9,5679.8,2.9636,2.8813,3.0415,0.0062,-0.0016,0.0149,579.7985,530.6774,635.0325,0.4629,0.4572,0.4764,0.3765,0.3717,0.3877,0.1998,0.1973,0.2059,PHOENIX,78.34619354271,-0.7025889066,0.422777,0.284444,-0.1529,0.116762
102,BD+44 1136,9.95,G0V," ",6045,40,60,4.7,0.2,0.25,-0.18,0.02,0.04," ",78.48952,44.71763,Gaia DR3 208600930870156544,78.48950467942,44.71757152457,0.0,0.0,101.0,1636148068921376768,208600930870156544,690666285,0.0176,0.012,8.9839,0.0207,434.9994,13.839,-1.879,0.025,-13.711,0.02,-0.1542,0.2455,-0.1527,0.1758,-0.2367,-0.0098,-0.5494,0.1518,0.2214,0.1678,407,407,393,14,7.7287,1355.5,0.133,26.264,31,false,1.57,,,,,,,,46,19,0.035479,49,0.02667,90.94,1,0,1.289,0,430,2424982.65098,1489.63,1627.9,9.725595,0.002835,47,1335200.0,2095.47,637.187,10.024673,0.003269,48,1573570.0,1715.05,917.506,9.255679,0.00396,1.2,0,0,0,0,0,0.768994,0.299078,0.469916,1.42,15.43,1,9,5,6,91.635,61.778,0.0,566.108,87.02,5750.0,4.5,-1.0,101,,,,9.077448,0.011424,4,,NOT_AVAILABLE,0.0,0.0,0.998258,5948.9,5939.0,5952.9,4.2975,4.2934,4.3014,-0.5073,-0.5199,-0.5015,110.1219,109.6795,110.4676,0.1045,0.0993,0.1071,0.0888,0.0844,0.0911,0.0481,0.0456,0.0493,MARCS,78.48951643302,44.71763246163,0.402559,0.324561,0.1557,0.214129
103,BD+46 982,9.67,G2V," ",5640,65,35,4.0,0.3,0.1,0.08,0.06,0.06," ",78.68132,46.75162,Gaia DR3 212012200053945728,78.6816746402,46.75143214631,0.0,0.0,104.0,1636148068921376768,212012200053945728,1290074791,0.0692,0.0444,5.6743,0.0827,68.6362,69.35,54.349,0.103,-43.077,0.077,-0.2402,0.2071,-0.0357,0.075,-0.2635,0.0443,-0.6386,-0.1135,0.3231,-0.2113,372,372,368,4,70.7371,14939.0,0.545,438.5,31,false,1.545,,,,,,,,42,17,0.146427,44,0.03947,78.15,0,0,4.559,0,322,2985995.57597,335.854,8890.75,9.499644,0.002758,44,1574870.0,449.899,3500.5,9.845429,0.002807,43,2029670.0,342.838,5920.19,8.979334,0.003784,1.207,0,1,0,0,0,0.866096,0.345785,0.52031,-7.82,0.25,1,8,2,7,96.854,0.46231,0.20823,891.626,1.41,6000.0,4.0,0.0,444,,,,8.794062,0.004811,5,,NOT_AVAILABLE,0.0,0.0,0.997667,5652.7,5628.7,5691.4,4.1092,4.0962,4.1202,0.0598,0.038,0.1014,154.7234,151.9212,158.698,0.0798,0.0656,0.1032,0.0664,0.0545,0.0861,0.0354,0.0291,0.0459,MARCS,78.68132209322,46.75162359776,1.648151,1.260512,-0.211,1.105683
104,HD 242036,10.12,G0V," ",6290,25,50,4.5,0.1,0.25,-0.28,0.02,0.04," ",78.87891,15.69887,Gaia DR3 3393696072820461952,78.87896516863,15.69870615654,0.0,0.0,85.0,1636148068921376768,3393696072820461952,1503981076,0.0205,0.0141,4.2679,0.0255,167.6898,35.876,8.433,0.03,-34.871,0.02,0.0625,-0.0531,0.1393,0.1124,-0.2465,0.2082,-0.2261,-0.3851,0.2214,-0.0545,247,247,246,1,7.3457,961.08,0.142,23.849,31,true,1.558,,,,,,,,28,15,0.042927,28,0.02456,2.916,0,0,1.351,0,247,1927386.23209,915.378,2105.56,9.974945,0.002803,28,1034910.0,1369.15,755.875,10.301287,0.003138,28,1284370.0,1158.7,1108.45,9.476171,0.003904,1.203,0,0,0,0,0,0.825115,0.326342,0.498774,-0.24,1.85,1,11,1,9,86.676,14.559,0.0,733.493,13.82,6000.0,3.5,-0.25,444,,,,9.274428,0.008678,6,,NOT_AVAILABLE,0.0,0.0,0.999882,6079.4,6064.1,6094.5,3.8399,3.826,3.8471,-0.6176,-0.6296,-0.6093,224.508,222.5628,228.3229,0.321,0.3121,0.3295,0.2728,0.2652,0.2802,0.1482,0.1441,0.1522,MARCS,78.87892623576,15.69886113792,0.483016,0.324763,-0.0678,0.620052
