recno,uid,R,GCVS,RAJ2000,DEJ2000,pmRA,e_pmRA,pmDE,e_pmDE,Epoch,GLON,GLAT,VarType,Per,OutDate,Cl,l_Maxmag,Maxmag,n_Maxmag,l_Minmag,Minmag,u_Minmag,n_Minmag,ref(Coo),f_ref(Coo),ref(pm),ref(CV),f_ref(CV),ref(CV)2,f_ref(CV)2,ref(Cha),u_ref(Cha),n_ref(Cha),ref(Sp),n_ref(Sp),u_ref(Sp),f_ref(Sp),ref(Per),f_ref(Per),Names,IUE,HST,ARIEL5,HEAO1,HEAO2,EXOSAT,ROSAT,GINGA,ASCA,EUVE,DR3Name,RAdeg,DEdeg,errHalfMaj,errHalfMin,errPosAng,SolID,Source,RandomI,e_RAdeg,e_DEdeg,Plx,e_Plx,RPlx,PM,pmRA_x,e_pmRA_x,pmDE_x,e_pmDE_x,RADEcor,RAPlxcor,RApmRAcor,RApmDEcor,DEPlxcor,DEpmRAcor,DEpmDEcor,PlxpmRAcor,PlxpmDEcor,pmRApmDEcor,NAL,NAC,NgAL,NbAL,gofAL,chi2AL,epsi,sepsi,Solved,APF,nueff,pscol,e_pscol,RApscolCorr,DEpscolCorr,PlxpscolCorr,pmRApscolCorr,pmDEpscolCorr,MatchObsA,Nper,amax,MatchObs,IPDgofha,IPDgofhp,IPDfmp,IPDfow,RUWE,Dup,o_Gmag,FG,e_FG,RFG,Gmag,e_Gmag,o_BPmag,FBP,e_FBP,RFBP,BPmag,e_BPmag,o_RPmag,FRP,e_FRP,RFRP,RPmag,e_RPmag,E(BP/RP),NBPcont,NBPblend,NRPcont,NRPblend,Mode,BP-RP,BP-G,G-RP,RV,e_RV,n_RV,o_RV,o_RVd,RVNper,RVS/N,RVgof,RVchi2,RVTdur,RVamp,RVtempTeff,RVtemplogg,RVtemp[Fe/H],Vatmparam,vbroad,e_Vbroad,o_Vbroad,GRVSmag,e_GRVSmag,o_GRVSmag,RVSS/N,VarFlag,PQSO,PGal,PSS,Teff,b_Teff_x,B_Teff_xa,logg,b_logg_x,B_logg_xa,[Fe/H],b_[Fe/H]_x,B_[Fe/H]_xa,Dist,b_Dist_x,B_Dist_xa,A0,b_A0_x,B_A0_xa,AG,b_AG_x,B_AG_xa,E(BP-RP),b_E(BP-RP)_x,B_E(BP-RP)_xa,Lib,RAJ2000_x,DEJ2000_x,e_RAJ2000,e_DEJ2000,RADEcorJ2000,angDist
320,6897,*,V405 Aur,89.49695833333332,53.8958611111111,-0.008,0.006,-0.008,0.001,2000.0,159,14,DQ,0.17262,,,,14.6,V,,,,,2003-115,,2003-115,1994-20,,,,1994-20,,,1994-20,S,,,1999-99,,Aur1; RX J0558+5353,,H,,,,,R,,A,X,Gaia DR3 216145985814483328,89.49704379238,53.89576015609,0.0,0.0,125.0,1636148068921376768,216145985814483328,454512309,0.0133,0.0122,1.4834,0.0177,83.8874,11.981,-1.624,0.016,-11.87,0.01328594,-0.2458,0.1685,-0.2437,0.2205,-0.399,0.0689,-0.5299,0.1666,0.3697,0.0351,370,0,369,1,0.9456,421.55,0.0,0.0,31,false,1.655,,,,,,,,43,21,0.022512,43,0.03189,148.5,0,0,1.034,0,369,50729.08708,199.738,253.979,13.924224,0.005086,39,32135.3,401.86,79.9664,14.071087,0.013861,38,28484.2,325.332,87.5542,13.611385,0.012964,1.195,0,0,0,0,0,0.459702,0.146863,0.312839,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.081498,0.0,1.26E-4,,,,,,,,,,,,,,,,,,,,,,,89.49705604033,53.89581291374,0.258658,0.21926,0.0182,0.406143
231,7537,,V336 Per,50.72433333333333,41.61705555555555,-0.018,0.001,-0.008,0.006,2000.0,151,-13,UG,,,,,14.3,V,,19.7,,V,2003-115,,2003-115,2000-01,,,,1991-15,,,2000-01,S,,,,,S 9180,,,,,,,,,,,Gaia DR3 236433276722417152,50.72438097664,41.61702808977,0.0,0.0,48.0,1636148068921376768,236433276722417152,1802694102,0.2234,0.2124,0.9749,0.2122,4.5951,7.575,-6.466,0.318,-3.946,0.32455495,0.5488,-0.3243,-0.05,0.4088,-0.011,0.401,0.3787,-0.1903,0.1618,0.3708,251,0,250,1,4.3278,368.59,0.428,3.794,31,false,1.383,,,,,,,,29,17,0.534814,34,0.3323,102.2,0,0,1.2,0,258,421.94788,2.80694,150.323,19.12422,0.00773,28,136.294,7.60153,17.9299,20.002346,0.060619,28,377.589,10.6144,35.5733,18.305347,0.030754,1.218,0,3,0,1,0,1.696999,0.878126,0.818872,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,0.0,0.0,0.999995,,,,,,,,,,,,,,,,,,,,,,,50.72441941474,41.61704562598,5.104107,5.116242,0.3415,0.161921
235,7527,*,GK Per,52.80004166666666,43.90427777777777,-0.0086,0.0028,-0.0172,0.003,2000.0,151,-10,NA/DQ,1.9968,1901.0,,,0.2,v,,13.9,,B,2004-105,,2004-105,1987-08,/,1995-41,,1987-08,,,1983-12,S,,,1986-20,,BD +43 740a,U,H,,,2,E,R,,A,,Gaia DR3 238540495056450048,52.79999876699,43.9042201047,0.0,0.0,58.0,1636148068921376768,238540495056450048,324832189,0.0321,0.0279,2.3063,0.0415,55.6317,18.662,-6.878,0.046,-17.348,0.040309884,0.2868,0.1751,0.1618,-0.0186,0.051,-0.0138,0.4778,0.0148,-0.0381,0.2828,354,354,345,9,48.5,5293.5,0.305,121.39,31,true,1.44,,,,,,,,41,17,0.06918,50,1.439,162.0,0,0,3.351,0,253,178777.02948,1088.39,164.258,12.556587,0.007161,30,73413.5,1540.2,47.6651,13.174103,0.022949,30,153781.0,2426.97,63.3634,11.780638,0.017547,1.271,0,1,0,1,0,1.393465,0.617516,0.775949,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999991,5803.9,5780.2,5830.1,3.7525,3.7358,3.7706,-1.3599,-1.4273,-1.2901,438.1839,430.8692,445.0355,1.3324,1.3154,1.3527,1.0743,1.0602,1.0914,0.5915,0.5835,0.6014,PHOENIX,52.80004119305,43.90429720867,0.737008,0.63212,0.2923,0.235561
236,8095,*,Per,52.88104166666666,43.94672222222221,,,,,,151,-10,CV:,,,,,,,,,,,ICRS,,,2002-41,,,,A9999-99,,*,,,,,,,CXOAYSB J033131+4356,,,,,,,,,,,Gaia DR3 238541010451518976,52.88100814892,43.94674911317,0.0,0.0,54.0,1636148068921376768,238541010451518976,689516851,0.0631,0.0552,4.5249,0.0785,57.6594,9.412,-7.036,0.092,-6.251,0.076604806,0.4063,0.148,0.202,0.1749,-0.0627,0.1473,0.4752,0.1038,-0.0163,0.3604,337,0,337,0,1.7905,398.52,0.209,1.5308,31,false,1.264,,,,,,,,39,19,0.140293,44,0.01878,75.64,0,0,1.069,0,370,3079.83934,2.92634,1052.45,16.966047,0.002942,42,543.389,9.25571,58.7085,18.500765,0.018703,41,3876.88,12.3625,313.601,15.77669,0.005125,1.435,0,1,0,2,0,2.724075,1.534718,1.189358,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.996487,3423.1,3411.2,3434.9,4.7225,4.6724,4.7599,-0.3888,-0.4766,-0.3152,215.2654,212.3638,218.0156,0.9499,0.9294,0.9702,0.6149,0.6017,0.6284,0.3897,0.3816,0.3979,MARCS,52.88105158182,43.9467768946,1.454553,1.200437,0.3571,0.130074
227,7536,*,QY Per,48.90333333333333,42.470833333333324,,,,,,149,-13,UGSU,,,,,14.2,p,<,20.0,,p,ICRS,,,2000-19,,,,1994-36,,,,,,,,*,S 9178,,,,,,,,,,,Gaia DR3 239753286440516608,48.9035397273,42.47056536628,0.001,0.001,62.0,1636148068921376768,239753286440516608,567992133,0.6314,0.559,-0.584,0.8328,-0.7013,5.449,2.97,1.436,-4.569,0.7997835,0.1852,-0.0754,0.3513,-0.2869,0.0892,-0.4265,0.4115,-0.0203,0.2224,-0.3763,215,0,214,1,0.0729,227.81,0.0,0.0,31,false,1.528,,,,,,,,25,12,2.072498,27,0.09915,66.92,0,0,1.002,0,227,124.22905,1.60493,77.4047,20.451809,0.014295,23,81.0545,7.7689,10.4332,20.566599,0.104103,23,93.9365,8.79529,10.6803,19.81581,0.101728,1.409,0,2,0,1,0,0.75079,0.11479,0.636,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.566567,4.0E-6,0.433429,,,,,,,,,,,,,,,,,,,,,,,48.90352182927,42.47058567137,22.759863,12.576806,-0.359,1.109499
234,8096,*,Per,52.784124999999996,43.96402777777777,0.0,0.002,-0.02,0.006,2000.0,151,-10,CV:,,,,,,,,,,,2003-115,,2003-115,2002-41,,,,A9999-99,,*,,,,,,,CXOAYSB J033108+4357,,,,,,,,,,,Gaia DR3 241543295671247360,52.78421858123,43.96396928445,0.0,0.0,56.0,1636148068921376768,241543295671247360,1291653019,0.1208,0.1042,2.0474,0.1544,13.2595,8.227,2.799,0.179,-7.736,0.1497302,0.375,0.1997,0.1874,0.0714,-0.0854,0.0775,0.4563,0.1386,-0.0749,0.4123,343,0,342,1,2.0085,416.66,0.447,2.2307,31,false,1.244,,,,,,,,40,18,0.276631,48,0.02811,69.67,0,0,1.077,0,402,1227.40818,1.83911,667.394,17.964895,0.0032,44,193.89,11.6574,16.6324,19.619656,0.065338,42,1625.45,9.74213,166.848,16.720459,0.007525,1.482,0,2,0,2,0,2.899197,1.65476,1.244436,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.99968,3451.2,3439.5,3461.6,4.2533,4.2194,4.291,-0.3158,-0.3585,-0.2475,553.0938,542.0526,572.717,1.6901,1.6519,1.7308,1.0721,1.0473,1.0984,0.6946,0.6803,0.71,MARCS,52.78420130115,43.96400366671,2.844849,2.349949,0.4175,0.321158
260,7530,*,MY Per,62.30087499999999,48.36849999999999,,,,,,153,-2,UG,,,,,16.0,p,<,18.0,,p,ICRS,,,T00000,,,,1966-01,,*,1999-08,X,,,,,S 8548,,,,,,,,,,,Gaia DR3 246357610414037376,62.30096880535,48.368474841,0.0,0.0,56.0,1636148068921376768,246357610414037376,1052841288,0.0644,0.0584,1.1409,0.101,11.2954,7.553,6.456,0.135,-3.92,0.098085694,0.2467,-0.1423,0.0434,0.1081,-0.2063,-0.0191,0.3704,0.2864,-0.3222,-0.0685,560,0,554,6,1.3275,611.81,0.013,0.0043811,95,false,,1.4948,0.0191,-0.098,-0.245,0.249,-0.077,-0.145,65,18,0.188806,67,0.4564,91.6,0,0,1.04,0,489,876.93472,12.4611,70.3736,18.329948,0.015672,52,321.791,15.3645,20.9438,19.069607,0.051915,54,872.386,35.8669,24.3228,17.396124,0.044798,1.362,0,0,1,0,0,1.673483,0.739658,0.933825,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,0.0,0.0,0.999992,5279.3,5261.1,5294.2,4.7878,4.7761,4.7976,-3.7002,-3.7669,-3.5785,1142.1686,1132.7706,1152.7236,2.0302,2.0071,2.0518,1.5553,1.5376,1.5717,0.8682,0.858,0.8775,MARCS,62.30092561548,48.36849226425,2.160682,1.548703,-0.0717,0.241939
257,7525,*,FO Per,62.14579166666666,51.24674999999999,0.006,0.001,0.0,0.001,2000.0,151,0,UG,,,,,11.8,v,,16.2,,p,2003-115,,2003-115,1987-04,,,,1987-04,,,1989-06,S,,,,*,22.1939,,,,,,,,,,,Gaia DR3 250700853140894976,62.14577996218,51.24671109536,0.0,0.0,73.0,1636148068921376768,250700853140894976,198940519,0.0486,0.0349,1.6686,0.0604,27.6078,4.526,4.386,0.065,1.117,0.05651112,0.2346,0.1903,0.2134,0.3117,-0.0173,0.3378,0.6195,-0.0327,-0.0254,0.3325,491,0,487,4,39.0023,3118.6,0.402,67.063,31,false,1.49,,,,,,,,57,20,0.101077,60,1.07,146.9,0,0,2.49,0,375,6560.43454,341.0,19.2388,16.145035,0.056502,39,3155.71,414.404,7.61506,16.5908,0.142605,42,4592.27,507.856,9.04248,15.592826,0.12013,1.181,0,6,0,8,0,0.997973,0.445765,0.552209,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,62.14574881768,51.24670613167,1.025401,0.883004,0.3154,0.142519
274,7540,*,V392 Per,70.83908333333332,47.357388888888885,0.008,0.001,-0.01,0.011,2000.0,158,1,UGZ:,,,,,15.0,p,,17.4,,V,2003-115,,2003-115,2000-01,,,,1970-03,,*,2000-01,S,,,,,S 10653,,,,,,,,,,,Gaia DR3 254361745823908736,70.83904089985,47.35717809651,0.0,0.0,65.0,1636148068921376768,254361745823908736,1103609384,0.037,0.0302,0.2758,0.0458,6.0175,1.806,0.246,0.061,-1.789,0.053960104,0.2438,0.2807,-0.3339,0.0705,-0.0058,0.0417,-0.4563,0.1555,0.109,0.112,319,0,318,1,5.5601,491.89,0.16,5.2196,31,false,1.342,,,,,,,,37,19,0.087356,41,0.4098,145.1,0,0,1.229,0,249,6433.48464,38.5246,166.997,16.166252,0.007061,30,2050.39,47.7626,42.9288,17.05895,0.025445,32,6731.52,207.263,32.4781,15.177612,0.033643,1.365,0,0,0,0,0,1.881338,0.892698,0.98864,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999995,,,,,,,,,,,,,,,,,,,,,,,70.83903928374,47.35718604901,0.994678,0.877531,0.1051,0.765876
273,7526,,FY Per,70.48595833333333,50.709999999999994,0.0173,0.0036,-0.0129,0.0033,2000.0,155,3,UX/UGZ,0.2585,,,,12.3,B,,14.5,,B,2004-105,,2004-105,1989-16,,,,1964-02,,,1994-07,S,,,2002-19,,640.1936,,,,,,,,,,,Gaia DR3 260194758089758976,70.48607643233,50.70994352087,0.0,0.0,102.0,1636148068921376768,260194758089758976,512413503,0.0122,0.0083,2.9,0.0161,180.3797,19.413,12.609,0.017,-14.761,0.011524611,-0.1817,-0.1864,-0.214,0.4737,0.1264,0.4599,-0.1309,0.0831,-0.1314,-0.3634,349,341,347,2,-3.1342,461.59,0.048,3.0477,31,true,1.624,,,,,,,,41,18,0.025607,44,0.03995,103.9,0,0,0.882,0,362,206417.6097,1793.19,115.112,12.4005,0.009826,41,123625.0,3594.81,34.39,12.608273,0.031694,42,120052.0,2885.12,41.6108,12.049471,0.026365,1.181,0,1,0,1,0,0.558802,0.207772,0.351029,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,0.0,0.0,0.999981,6539.2,6527.6,6550.8,4.5578,4.5497,4.5658,-3.5254,-3.5714,-3.4513,340.9503,339.2372,342.8383,0.0021,5.0E-4,0.0059,0.0019,4.0E-4,0.0051,0.001,2.0E-4,0.0028,MARCS,70.48598793423,50.71000912404,0.279175,0.18566,-0.3985,0.33738
262,7531,,NS Per,64.68520833333332,51.12516666666666,,,,,,152,1,UG,,,,,14.3,V,,18.0,,V,ICRS,,,1987-04,,,,1987-04,,,1989-06,S,,,,,S 8554,,,,,,,,,,,Gaia DR3 271562333932151040,64.68516393675,51.12534257795,0.0,0.0,73.0,1636148068921376768,271562333932151040,615122375,0.0657,0.047,0.9165,0.0787,11.6471,3.327,2.163,0.087,-2.528,0.06168139,0.2363,-0.1194,-0.3979,0.403,0.0998,0.3036,0.382,0.4962,0.0221,0.1083,394,0,393,1,6.677,632.32,0.216,4.2111,31,false,1.393,,,,,,,,46,19,0.128083,49,0.3946,81.08,0,0,1.248,0,359,2006.69824,18.538,108.248,17.431162,0.010402,42,730.432,31.8061,22.9652,18.179592,0.04736,41,1893.8,47.9524,39.4933,16.554562,0.02775,1.308,0,1,0,2,0,1.625031,0.74843,0.8766,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,0.0,0.0,0.999987,5382.2,5237.3,5501.2,4.6613,4.6306,4.6865,-4.0623,-4.1292,-3.8516,901.9076,855.3355,947.0959,2.0298,1.9202,2.1159,1.5657,1.4738,1.6378,0.8753,0.8228,0.9164,MARCS,64.68514862097,51.12535381474,1.419815,0.969906,0.0752,0.641176
311,6913,,BY Cam,85.70320833333332,60.85874999999999,-0.044,0.002,0.002,0.002,2000.0,152,16,AM,0.139753,,,,14.6,V,,17.5,,V,2003-115,,2003-115,1995-41,,,,1986-02,,,1986-02,S,,,2005-120,,H 0538+608,U,,,1,,E,R,,A,X,Gaia DR3 283187642167998720,85.70298105834,60.8587055332,0.0,0.0,128.0,1636148068921376768,283187642167998720,249444702,0.0187,0.0167,3.7494,0.0263,142.4131,39.281,-39.216,0.02,-2.263,0.021353913,-0.4666,0.3674,-0.2186,0.3298,-0.2611,0.1945,-0.4593,0.061,0.2997,-0.2463,581,0,580,1,5.6225,818.42,0.115,4.9712,31,true,1.556,,,,,,,,67,22,0.034748,72,0.0829,135.0,0,0,1.17,0,602,18548.25147,330.468,56.1272,15.016609,0.019539,69,10041.4,505.609,19.86,15.334057,0.054741,70,13262.7,778.185,17.0432,14.441312,0.063817,1.256,0,3,0,3,0,0.892745,0.317448,0.575297,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.778092,0.129249,7.93E-4,,,,,,,,,,,,,,,,,,,,,,,85.70333897306,60.85871559128,0.327629,0.34964,-0.2662,0.429386
308,8623,*,Cam,83.14112499999999,62.79780555555555,,,,,,149,16,UGSU,,,,,11.6,p,,16.0,,R,2005-33,,,2005-33,,,,2005-33,,,,,,,,*,1RXS J053234+624755,,,,,,,R,,,,Gaia DR3 286497000368243200,83.14129898674,62.7978532235,0.0,0.0,25.0,1636148068921376768,286497000368243200,1362477518,0.0162,0.0196,6.1487,0.0319,192.8507,22.054,20.042,0.019,9.202,0.02359767,0.2248,0.2075,0.1807,-0.0934,-0.0745,-0.2252,-0.2936,0.348,0.1199,0.4903,600,9,599,1,2.3241,716.57,0.092,2.1963,31,false,1.67,,,,,,,,69,22,0.03752,74,0.1323,128.7,0,0,1.068,0,621,11899.24321,98.9616,120.241,15.498569,0.009441,70,7737.53,198.65,38.9505,15.617037,0.028014,67,7288.93,177.101,41.157,15.091236,0.02665,1.263,0,0,0,0,0,0.525801,0.118468,0.407332,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,0.860059,0.041282,8.56E-4,,,,,,,,,,,,,,,,,,,,,,,83.14110412534,62.79781232449,0.295433,0.383773,0.5037,0.333812
167,7840,,AI Tri,30.952499999999997,29.990555555555552,-0.0082,0.0057,-0.0189,0.0057,2000.0,141,-30,AM,0.191745,,,,15.5,V,,18.0,,V,2004-105,,2004-105,1998-17,,,,1998-17,,,1998-17,S,,,1998-17,,RX J0203.8+2959,,,,,,,R,,,,Gaia DR3 300427537812198656,30.95255025328,29.99044321256,0.0,0.0,32.0,1636148068921376768,300427537812198656,19652067,0.0349,0.0378,1.9088,0.0409,46.6144,19.043,-2.547,0.05,-18.871,0.06182808,0.1654,0.2062,-0.2445,0.0817,-0.2657,0.1723,0.0949,-0.082,-0.0922,0.493,201,0,201,0,2.0206,248.25,0.099,1.0217,31,true,1.619,,,,,,,,24,14,0.0961,27,0.2042,155.8,1,0,1.102,0,227,9141.02498,119.085,76.7608,15.78488,0.01441,26,5406.72,235.566,22.9521,16.006207,0.047387,26,5893.31,236.742,24.8934,15.321997,0.043779,1.236,0,1,0,2,0,0.68421,0.221327,0.462883,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,0.999011,0.0,9.79E-4,,,,,,,,,,,,,,,,,,,,,,,30.95256332499,29.99052708575,0.806441,0.986377,0.479,0.433727
149,7842,*,Tri,24.967791666666663,29.355499999999996,,,,,,,,non-CV,,,,,,,,,,,,,,2002-22,*,,,,,,,,,,,,NSV 15358/S 10832,,,,,,,,,,,Gaia DR3 302260350680841344,24.96764501843,29.35543270082,0.0,0.0,35.0,1636148068921376768,302260350680841344,1134887652,0.1968,0.2262,-0.4399,0.2593,-1.6965,0.866,-0.549,0.283,-0.669,0.28299034,0.3973,-0.0614,-0.084,-0.0192,-0.2437,-0.0577,-0.1095,0.3129,0.409,0.5323,186,0,186,0,1.4324,215.56,0.385,0.4341,95,false,,1.5903,0.0542,0.003,0.046,0.085,0.029,0.139,22,13,0.491566,25,0.08234,73.33,0,0,1.075,0,204,606.6123,3.48047,174.29,18.73009,0.006812,21,504.652,13.0694,38.6134,18.581062,0.028256,19,716.214,22.0848,32.4302,17.610289,0.033692,2.013,0,2,0,1,0,0.970774,-0.149027,1.119801,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,0.977208,9.3E-4,0.021862,,,,,,,,,,,,,,,,,,,,,,,24.96764781786,29.35543567462,4.544775,4.558165,0.5309,0.52003
147,7836,,TX Tri,24.404999999999998,30.046888888888883,-0.004,0.004,-0.002,0.0,2000.0,135,-32,UGSS,,,,,14.5,B,,18.2,,B,2003-115,*,2003-115,1981-18,,,,1981-18,,,2000-01,X,,,,,SVS 2289,,,,,,,,,,,Gaia DR3 303093922229116160,24.40506835688,30.04684321089,0.0,0.0,87.0,1636148068921376768,303093922229116160,178748021,0.0723,0.051,0.8388,0.0726,11.5469,2.039,-0.994,0.079,-1.78,0.0712308,0.0348,0.3967,-0.2885,0.2726,0.2174,0.283,0.0918,-0.0023,0.1775,0.2544,217,0,217,0,17.5588,851.17,0.297,21.092,31,false,1.494,,,,,,,,25,15,0.118478,27,0.1895,6.512,0,0,1.962,0,191,2704.5721,40.6644,66.5096,17.10712,0.016555,20,1269.36,90.6585,14.0015,17.57958,0.077594,20,2444.66,165.609,14.7617,16.277348,0.073648,1.373,0,3,0,3,0,1.302233,0.47246,0.829773,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,2.2E-5,0.0,0.999973,4382.6,4317.7,4419.4,4.3676,4.2949,4.4403,-2.4779,-2.4946,-2.4285,967.9293,894.4213,1020.9161,0.0862,0.0215,0.1288,0.0658,0.0163,0.0985,0.0358,0.0088,0.0536,PHOENIX,24.40507345801,30.04685112361,1.284491,1.136143,0.2229,0.269102
141,8568,,TT Tri,22.999416666666665,29.82280555555555,0.0065,0.0056,-0.0054,0.0056,2000.0,133,-32,CV/NL,0.1396,,,,14.7,p,,16.7,,p,2004-105,,2004-105,2005-09,,,,1978-07,,,,,,,2005-09,,GR 286; HS 0129+2933,,,,,,,,,,,Gaia DR3 303221877895676672,22.99945607214,29.82277690669,0.0,0.0,71.0,1636148068921376768,303221877895676672,985901247,0.0255,0.0217,1.7571,0.0316,55.5642,8.55,7.57,0.032,-3.975,0.024970923,0.1271,0.1903,-0.3597,-0.0279,-0.1756,-0.1018,-0.6109,0.0862,0.295,0.2188,327,0,327,0,-1.0023,315.38,0.0,0.0,31,true,1.671,,,,,,,,38,16,0.047063,40,0.1994,61.03,0,0,0.96,0,326,14875.43137,194.936,76.3095,15.256193,0.014492,39,9548.8,376.622,25.3538,15.38867,0.042914,39,8129.0,281.545,28.8728,14.972802,0.037794,1.188,0,1,0,1,0,0.415868,0.132477,0.283391,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,0.430335,0.0,4.5E-4,,,,,,,,,,,,,,,,,,,,,,,22.99941729199,29.82279457399,0.51913,0.41317,0.2146,0.160574
148,7834,*,TU Tri,24.81558333333333,31.40419444444444,,,,,,135,-30,UG,,,,,14.8,p,,18.9,,V,2005-126,,,1991-25,*,,,2005-126,,,,,,,,*,GR 287,,,,,,,,,,,Gaia DR3 303768060296004864,24.81553731636,31.40407349463,0.001,0.001,96.0,1636148068921376768,303768060296004864,1715793741,0.9172,0.7404,-0.011,0.9501,-0.0116,9.162,-8.012,2.145,-4.446,1.2714154,-0.0482,0.0567,0.0084,0.1996,0.1159,0.253,0.2004,0.3121,-0.0366,-0.1948,115,0,115,0,-0.4517,113.53,0.0,0.0,31,false,1.628,,,,,,,,13,9,3.006726,15,0.2458,154.4,0,0,0.967,0,132,111.64289,1.53689,72.6423,20.56779,0.015198,14,64.9899,10.5025,6.18806,20.806427,0.175479,14,73.3211,12.8571,5.70279,20.084824,0.190424,1.239,0,2,0,0,0,0.721603,0.238638,0.482965,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.001904,2.0E-6,0.998095,,,,,,,,,,,,,,,,,,,,,,,24.81557903493,31.40409325342,34.331254,20.207274,-0.2108,0.457802
162,7838,*,UZ Tri,29.602916666666662,33.525,,,,,,139,-27,N:,,1980.0,,>,14.2,p,,21.0,,p,ICRS,,,T00000,,,,1986-14,,*,,,,,,,S 10911,,,,,,,,,,,Gaia DR3 305036656195545216,29.60310329686,33.52517956592,0.001,0.001,97.0,1636148068921376768,305036656195545216,306285909,0.7675,0.6597,-0.8984,0.8507,-1.0561,4.216,3.735,0.965,-1.957,0.9617819,-0.0362,0.1282,-0.1021,0.0723,-0.1109,0.0497,-0.0451,0.0768,0.2381,0.2354,137,0,126,11,4.6994,220.56,4.006,6.99,31,false,1.587,,,,,,,,16,13,1.485227,20,1.294,156.8,26,0,1.314,0,156,267.17211,1.66555,160.411,19.62039,0.007308,14,184.978,11.1529,16.5856,19.670744,0.065522,13,261.135,11.9696,21.8165,18.705732,0.04991,1.67,0,14,0,13,0,0.965012,0.050354,0.914658,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,2.0E-6,1.7E-5,0.999973,,,,,,,,,,,,,,,,,,,,,,,29.60308338539,33.52518826274,15.529379,15.432363,0.2275,0.855332
154,7841,*,Tri,26.701916666666662,31.873527777777774,,,,,,,,non-CV,,,,,,,,,,,,,,2000-80,*,,,,,,,,,,,,RX J0146.8+3152,,,,,,,,,,,Gaia DR3 305147221538876032,26.70177524462,31.8734938804,0.0,0.0,40.0,1636148068921376768,305147221538876032,1385735292,0.073,0.0768,-0.0987,0.0836,-1.1814,0.097,-0.008,0.1,-0.096,0.09758083,0.2716,0.1716,-0.0802,0.0312,-0.0942,0.0012,0.0044,0.1006,0.1721,0.3466,225,0,225,0,0.6929,243.69,0.0,0.0,31,true,1.672,,,,,,,,26,15,0.158955,27,0.007291,126.7,0,0,1.032,0,223,1937.62596,12.0744,160.474,17.469193,0.007305,24,1300.37,25.3522,51.2924,17.553371,0.021351,24,1078.49,21.7772,49.524,17.165852,0.022247,1.228,0,2,0,2,0,0.38752,0.084179,0.303341,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,1.0,0.0,0.0,7359.7,7344.5,7377.0,4.394,4.3885,4.3974,-1.9797,-1.9918,-1.9622,6046.9927,6006.7334,6099.109,0.0013,3.0E-4,0.0035,0.0012,2.0E-4,0.0032,6.0E-4,1.0E-4,0.0017,MARCS,26.70177528899,31.87349430837,1.609733,1.562841,0.3437,0.449244
118,7561,*,Psc,17.49670833333333,28.023749999999996,,,,,,,,non-CV,,,,,,,,,,,,,,2002-19,*,,,,,,,,,,,,,,,,,,,,,,,Gaia DR3 307981972968960640,17.49671202351,28.02342706461,0.0,0.0,84.0,1636148068921376768,307981972968960640,24622163,0.0282,0.0199,0.4312,0.0305,14.1607,1.709,-1.697,0.036,-0.199,0.023563446,0.0723,0.2907,-0.2432,0.1615,-0.085,0.1255,-0.3386,-0.0254,0.2286,0.2504,302,9,301,1,0.4228,319.99,0.0,0.0,31,false,1.569,,,,,,,,34,17,0.051515,36,0.01147,91.18,0,0,1.016,0,315,15286.97901,4.72706,3233.93,15.226563,0.002776,36,8390.98,14.5409,577.062,15.529011,0.003365,32,9911.33,12.5257,791.277,14.757565,0.004021,1.197,0,2,0,2,0,0.771445,0.302448,0.468997,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999959,6099.4,6054.9,6143.7,4.2002,4.1569,4.2531,-0.5493,-0.5887,-0.5116,1621.4524,1508.363,1705.6635,0.2017,0.1791,0.2283,0.1722,0.1527,0.1951,0.0934,0.0828,0.1058,MARCS,17.4967205688,28.02342794728,0.586079,0.384193,0.2288,1.162627
