recno,Astrom,PNG,OName,GaiaEDR3,Group,RA_ICRS,DE_ICRS,Dang,Gmag,BP-RP,AV,(BP-RP)0,_RA_icrs,_DE_icrs,objID,RAJ2000,DEJ2000,errHalfMaj,errHalfMin,errPosAng,f_objID,Qual,Epoch,Ns,Nd,gmag_x,e_gmag,gKmag,e_gKmag,gFlags,rmag,e_rmag,rKmag,e_rKmag,rFlags,imag,e_imag,iKmag,e_iKmag,iFlags,zmag,e_zmag,zKmag,e_zKmag,zFlags,ymag,e_ymag,yKmag,e_yKmag,yFlags,angDist
68,,"PN G002.0+06.6 ",PHRJ1725-2338,4111350267272130560,B,261.4241,-23.642,0.86,19.02,1.24,2.48,-0.03,261.4241,-23.642,79622614241259948,261.42410062,-23.64201359,0.018,0.015,0.0,444915712,53,55888.65734954,10,70,19.5655,0.0176,19.5069,0.0388,16892216,18.6692,0.0385,17.0438,0.1224,16892216,18.5618,0.011,18.4338,0.0444,16892216,18.2433,0.0066,18.2362,0.0569,16892216,18.0128,0.0374,17.9601,0.0769,16892216,0.048253
69,*,"PN G002.0-06.2 ",M2-33,4049596604655713664,B,273.7773,-30.2593,0.54,14.73,0.14,0.57,-0.18,273.7773,-30.2593,71682737773349230,273.77734557,-30.25926354,0.018,0.016,90.0,512024576,61,55906.65016204,5,45,14.1263,0.0339,13.5283,8.0E-4,16892216,14.4734,0.0097,13.664,0.0111,16892216,14.8356,0.0156,14.3513,0.0084,16892208,14.8878,0.0085,14.388,0.0091,16892216,14.5167,0.0771,13.8792,0.0102,16892216,0.193719
71,,"PN G002.1+03.3 ",PBOZ24,4062163301005727616,B,264.4631,-25.346,1.04,19.79,2.59,5.06,0.24,264.4631,-25.346,77582644630755190,264.46309049,-25.34597998,0.036,0.015,90.0,444915712,53,55875.01094907,4,76,21.2312,0.0816,20.6473,0.0742,16892216,19.5351,0.0195,18.4383,0.0233,16892216,18.8318,0.0091,18.2541,0.0195,16777496,18.1099,0.0116,17.2419,0.0404,16892216,17.0482,0.055,16.0577,0.0195,16892216,0.080659
72,,"PN G002.1-00.9 ",K5-35,4063498834054665600,B,268.5785,-27.6099,0.68,15.86,1.42,5.75,-1.19,268.5785,-27.6099,74862685785468377,268.57850255,-27.6099456,0.013,0.003,0.0,503635968,60,55902.41716435,10,75,16.7729,0.0041,16.8053,0.0026,115000,15.7711,0.0361,15.8078,0.0365,115000,15.8028,0.11,15.8573,0.0624,115000,15.8718,0.0841,15.9895,0.1124,115000,15.6332,0.0162,15.8039,0.0256,115000,0.166084
73,,"PN G002.1-02.2 ",M3-20,4062693716586525952,A,269.8305,-28.2301,0.28,17.72,0.57,2.94,-0.94,269.8305,-28.2301,74122698306224204,269.83047862,-28.23013792,0.121,0.108,0.0,512024576,61,56043.92497685,4,69,15.1946,0.0181,14.5386,0.002,16892216,15.4232,0.0248,14.6695,0.0028,16777496,16.1388,0.0522,15.3233,0.0012,16892208,15.6744,0.0326,15.0761,0.0164,16892208,15.1583,0.005,14.2284,0.0237,16892216,0.150394
74,,"PN G002.1-02.8 ",PHRJ1801-2831,4062485393576880256,B,270.3846,-28.5289,0.98,18.22,1.86,1.77,1.09,270.3846,-28.5289,73762703847125596,270.38463613,-28.52893845,0.071,0.028,90.0,436527104,52,56259.1933912,3,59,19.5076,0.1124,19.3687,0.2521,115000,18.5538,0.0192,18.4541,0.019,16777496,17.7923,0.0055,17.9567,0.0161,114992,17.3291,0.0168,17.5054,0.0392,115000,17.1803,0.0178,16.984,0.0,272,0.17909
76,,"PN G002.2-00.9 ",MGE002.2728-00.9131,4063508282975176576,A,268.6168,-27.4549,3.39,21.03,1.44,16.69,-1.94,268.6168,-27.4549,75052686168124501,268.61678521,-27.45483903,0.017,0.016,90.0,436527104,52,55925.52619213,3,20,,,,,16416,21.5842,0.0329,21.4559,0.0598,115000,20.3768,0.0763,20.5063,0.0063,115000,19.6809,0.0018,19.4694,0.038,16892216,19.2174,0.1742,,,272,0.22713
77,,"PN G002.2-01.2 ",PPAJ1755-2739,4063442896370193152,B,268.9402,-27.6617,1.5,21.05,3.36,9.71,-0.89,268.9402,-27.6617,74802689401946291,268.94017489,-27.66160646,0.026,0.019,0.0,444915712,53,56111.02959491,2,27,,,,,16416,19.7734,0.0369,17.9876,0.0093,16892216,20.2936,0.0095,19.7668,0.0498,16793904,19.0684,0.0236,18.5429,0.0391,16793912,17.8833,0.0715,16.6323,0.0354,16892216,0.343663
78,,"PN G002.2-02.7 ",M2-23,4062488485983362944,B,270.4277,-28.4289,0.45,14.2,0.36,2.0,-0.71,270.4277,-28.4289,73882704276755606,270.4276682,-28.42891921,0.02,0.012,0.0,512024576,61,55922.35083333,3,85,12.7568,0.001,12.5873,0.001,16892216,13.1149,0.0766,13.0177,0.1037,16778264,13.792,0.0018,13.6967,0.0054,16892208,13.6197,0.0037,13.5368,0.003,16892216,12.8204,0.007,12.7324,0.0086,16777496,0.12262
79,,"PN G002.2-06.3 ",H1-63,4049624646596477312,B,274.0806,-30.1267,0.13,13.43,0.57,0.81,0.15,274.0806,-30.1267,71842740806098256,274.08057677,-30.12671176,0.034,0.013,90.0,503635968,60,55812.90797454,2,34,13.3522,0.001,13.343,0.0012,17456,12.9801,0.062,13.4119,0.0171,16440,13.5799,0.0725,,,16432,13.7643,0.0016,13.9838,0.0018,115000,12.9496,0.0031,12.9383,0.003,115000,0.084832
81,,"PN G002.3+03.6 ",PPAJ1737-2501,4062219616618683776,B,264.3499,-25.0256,0.32,19.9,1.41,1.66,0.64,264.3499,-25.0256,77962643499119595,264.34985945,-25.02556751,0.025,0.02,90.0,444915712,53,56011.96903935,4,65,20.1533,0.0303,19.5342,0.0281,16892216,19.4096,0.0231,18.6324,0.0507,16892216,19.2077,0.0195,19.1102,0.0417,16777496,18.8675,0.0112,18.8934,0.0314,115000,18.3021,0.0197,18.0431,0.0374,16892216,0.177608
82,,"PN G002.3+06.2 ",PPAJ1727-2338,4111387680667596288,A,261.9238,-23.6481,0.45,19.66,0.94,2.78,-0.51,261.9238,-23.6481,79622619238332617,261.92383292,-23.64811648,0.029,0.003,90.0,444915712,53,55986.87612269,5,75,20.1353,0.0326,19.4595,0.1418,16892216,19.4211,0.035,18.628,0.0407,16892216,19.2725,0.0321,18.7729,0.0641,16892216,19.0344,0.0227,18.6211,0.04,16892216,18.8619,0.0402,18.2501,0.088,16892216,0.123888
83,,"PN G002.3+06.5 ",PPAJ1726-2325,4111359784894205312,B,261.6408,-23.4199,0.41,19.36,1.65,2.16,0.65,261.6408,-23.4199,79892616408036416,261.64079108,-23.41993607,0.032,0.006,90.0,444915712,53,55970.20993056,5,36,20.6805,0.0507,20.7594,0.0221,16892216,19.4894,0.0172,19.5201,0.0181,16892216,18.8142,0.0054,18.5582,0.0467,16892216,18.4803,0.0105,18.569,0.0013,16892216,18.256,0.0217,18.2685,0.0412,16892216,0.130016
84,,PN G002.3+06.5a,PHRJ1726-2326,4111359406964059392,A,261.6518,-23.444,0.8,20.6,1.08,2.57,-0.25,261.6518,-23.444,79862616518257510,261.65178669,-23.44402132,0.022,0.019,90.0,436527104,52,55988.8691088,2,16,21.9516,0.1638,22.1304,0.289,114992,20.8022,0.0322,20.9275,0.0516,115000,20.2821,0.0807,20.5439,0.1464,16696,19.7773,0.0256,20.2348,0.1554,16696,19.2798,0.1123,20.3546,0.2642,16696,0.087688
85,,"PN G002.3-05.9 ",PPAJ1814-2951,4049688658764663552,A,273.6113,-29.863,0.47,17.95,0.2,0.76,-0.22,273.6113,-29.863,72162736112544754,273.61126694,-29.86297726,0.027,0.019,90.0,444915712,53,55820.65703704,4,29,17.9092,0.0011,17.5841,0.006,16892216,18.1724,0.0049,17.8612,0.0383,16892216,18.459,0.0599,17.8997,0.0611,16794672,18.6744,0.0298,18.2715,0.0732,16892216,19.2269,0.2808,19.1457,0.241,115256,0.133705
86,,"PN G002.3-07.8 ",M2-41,4046378407157239040,B,275.6437,-30.7248,0.96,18.81,0.63,0.62,0.31,275.6437,-30.7248,71132756437380525,275.64371253,-30.72480625,0.127,0.059,90.0,310697984,37,56384.58912037,0,7,,,,,0,,,,,0,18.6182,0.0219,,,16777488,18.4663,0.0247,17.9216,0.0311,16777496,,,,,0,0.044634
87,*,"PN G002.4+05.8 ",NGC6369,4111368477921050368,B,262.3352,-23.7597,0.58,15.48,1.6,2.28,0.52,262.3352,-23.7597,79482623352568751,262.33523759,-23.75966203,0.026,0.024,90.0,528801792,63,55913.45631944,5,63,16.1618,0.0374,11.8951,0.0329,16892216,14.8215,0.0239,11.1275,0.0072,16892216,14.5224,0.0107,14.4495,0.0852,16892216,14.362,0.0026,11.172,0.0097,16892216,13.8895,0.012,10.4363,0.06,16892216,0.186535
88,,"PN G002.4+07.0 ",PHRJ1724-2302,4111575014353546240,B,261.2218,-23.043,0.71,16.22,2.02,3.27,0.51,261.2218,-23.043,80342612217768764,261.22175436,-23.04297738,0.016,0.008,0.0,503635968,60,55875.05954861,5,60,17.6711,0.0161,17.5011,0.0078,16892216,16.4389,0.0031,16.1862,0.0052,115000,15.716,0.0025,15.7185,0.0045,115000,15.2279,4.0E-4,15.2465,0.0134,115000,14.9353,0.0069,14.7819,0.0047,115000,0.170495
89,*,"PN G002.4-03.4 ",PHRJ1804-2833,4062438694311477632,A,271.2308,-28.5525,1.03,13.91,0.45,1.29,-0.25,271.2308,-28.5525,73732712307777302,271.23076099,-28.55249068,0.016,0.003,0.0,512024576,61,55984.06607639,2,71,14.1414,0.001,14.0824,0.005,16892216,14.0426,0.0014,13.9562,0.0017,16778264,14.0685,0.004,14.0401,6.0E-4,16777488,14.0837,0.002,14.061,7.0E-4,16777488,14.1099,2.0E-4,14.1388,0.0029,115000,0.127624
90,*,"PN G002.4-03.7 ",M1-38,4050798924999155456,B,271.5239,-28.675,0.15,14.09,0.93,1.79,0.01,271.5239,-28.675,73592715239520320,271.52393789,-28.67501994,0.029,0.007,90.0,444915712,53,55877.05287037,2,78,14.332,0.0074,14.234,0.0109,16892216,13.4154,0.0495,12.8942,0.0377,16777488,13.9492,0.0084,13.7387,0.0013,16777488,13.7913,0.0175,13.5508,0.0137,16777488,13.7097,0.0262,13.2756,0.0161,16892216,0.140985
91,,"PN G002.4-05.0 ",K6-41,4050459652633253376,B,272.8023,-29.3668,0.64,18.48,1.23,1.22,0.65,272.8023,-29.3668,72762728021730367,272.80223022,-29.36672516,0.008,0.008,90.0,444915712,53,55969.53019676,4,44,18.7513,0.0087,18.2106,0.0303,16892208,18.1036,0.0119,17.8246,0.0059,16892216,17.7758,0.0074,17.61,0.0184,16777496,17.5627,0.0038,17.432,0.02,16892208,17.4647,0.0281,17.3743,0.0,115000,0.34802
92,,"PN G002.4-06.4 ",PaJ1817.1-2959,4049533455833411328,B,274.2897,-29.9844,2.4,18.94,0.94,0.87,0.51,274.2897,-29.9844,72012742896809034,274.28967948,-29.98439858,0.015,0.003,0.0,436527104,52,56043.45746528,10,27,19.7815,0.0305,20.3937,0.0486,115000,19.0826,0.0032,19.4338,0.0189,115000,18.8287,0.0258,19.1138,0.0774,115000,18.6613,0.0062,,,115000,18.6772,0.0745,,,115000,0.064135
93,,"PN G002.5+01.9 ",PHRJ1744-2545,4067134609739799680,A,266.0015,-25.7602,1.13,19.52,1.77,4.0,-0.23,266.0015,-25.7602,77082660014718120,266.00146249,-25.76018576,0.04,0.011,90.0,436527104,52,56048.2941088,4,57,20.9363,0.0388,20.8784,0.0496,115000,19.5929,0.0129,19.1643,0.0105,16892216,19.0514,0.0111,18.7181,0.0164,16892216,18.6312,0.0211,18.6336,0.0686,16892216,18.4832,0.0616,18.9218,0.1135,16696,0.132689
94,,"PN G002.5+04.9 ",PHRJ1732-2408,4110559855799571200,B,263.2425,-24.1459,0.11,19.71,2.16,2.69,1.0,263.2425,-24.1459,79022632425565226,263.24254542,-24.14590636,0.01,0.006,0.0,436527104,52,56042.11259259,5,59,21.2835,0.2147,21.4812,0.0162,115000,19.9202,0.0311,20.0332,0.0121,115000,19.1409,0.0176,19.4161,0.0206,115000,18.7247,0.0198,18.9931,0.0352,114992,18.4896,0.0266,18.8447,0.0286,115000,0.150578
95,,"PN G002.6+02.3 ",PHRJ1742-2525,4067908184848743936,B,265.7172,-25.4286,0.47,19.83,2.04,3.47,0.41,265.7172,-25.4286,77482657172075972,265.71724381,-25.42856341,0.08,0.05,0.0,444915712,53,56108.15694444,3,44,21.3282,0.053,20.6557,0.0965,16892216,19.7745,0.0491,18.3315,0.1519,16892216,19.1833,0.0135,18.9593,0.0115,16777488,18.5906,0.0133,18.4427,0.0155,16777496,18.1977,0.0257,18.3099,0.08,115000,0.194771
96,,"PN G002.6+04.8 ",PHRJ1733-2407,4110558859449807488,B,263.4074,-24.1295,0.17,15.97,1.49,2.81,0.1,263.4074,-24.1295,79042634075024941,263.40746059,-24.12944491,0.01,0.003,0.0,436527104,52,56038.54744213,9,82,16.8146,0.0139,16.7346,0.0232,16892216,15.99,0.0102,15.9076,0.012,16892216,15.5264,0.0049,15.5627,0.0101,16892216,15.328,0.0256,15.3451,0.0335,115000,15.1263,0.0086,15.1242,0.0091,16892216,0.279566
97,,"PN G002.6+05.5 ",K5-3,4110623760607130624,A,262.6719,-23.7501,0.8,19.23,1.1,2.55,-0.22,262.6719,-23.7501,79502626718180232,262.6718628,-23.75011266,0.078,0.012,90.0,444915712,53,55918.15815972,2,18,,,,,16416,,,,,16416,18.3639,0.0353,17.0272,0.0103,16892216,18.1651,0.001,16.7031,0.0039,16892216,,,,,16416,0.131832
98,,"PN G002.6+08.1 ",H1-11,4114722469423030272,A,260.3238,-22.3099,0.48,16.81,0.67,2.12,-0.46,260.3238,-22.3099,81222603238548510,260.32384187,-22.30987642,0.066,0.019,0.0,512024576,61,55796.89939815,5,55,16.1974,0.0366,14.8289,0.0034,16892216,16.2263,0.0127,14.7507,0.0038,16892216,16.1735,0.0102,15.2812,0.0055,16892216,16.1665,0.0112,15.0328,0.005,16892216,15.514,0.0865,14.2317,0.0078,16892216,0.163788
99,,PN G002.6-02.8a,MPAJ1802-2807,4062523120590486144,B,270.7228,-28.1322,0.6,16.76,2.18,1.73,1.46,270.7228,-28.1322,74242707228031718,270.72278582,-28.13218582,0.004,0.004,90.0,503635968,60,56034.62068287,3,74,18.6875,0.0213,19.1323,0.0138,115000,16.9706,0.011,17.0398,0.0059,280,16.3101,0.0119,16.4456,0.0196,272,15.85,0.0159,15.8785,0.0041,114992,15.6149,0.0033,15.7894,0.0176,115000,0.068715
100,,"PN G002.7-04.8 ",M1-42,4050550916418916864,B,272.7708,-28.9831,0.55,18.32,0.59,1.13,0.0,272.7708,-28.9831,73222727700970563,272.77023883,-28.9829305,2608.92,695.607,90.0,310452224,37,56466.25662037,0,11,16.2469,0.0677,14.162,0.0067,16777496,,,,,0,,,,,0,15.8914,0.0034,15.8245,0.005,16777488,16.1395,0.0061,14.9175,0.004,16777496,1.870639
103,,"PN G002.8-00.2 ",LDu36,4063891909388675200,B,268.2739,-26.5677,6.69,20.99,1.43,70.55,-3.74,268.2739,-26.5677,76112682739989035,268.27392424,-26.56771739,0.013,0.012,90.0,444915712,53,55960.16452546,5,47,,,,,114720,21.6167,0.0728,21.4904,0.123,115000,20.3683,0.0365,20.1674,0.0579,16892216,19.5242,0.0442,19.222,0.0435,16892216,19.0068,0.0078,18.7892,0.145,16892216,0.101346
105,*,"PN G002.9+06.5 ",PM1-149,4111493787901120768,B,261.9737,-22.9552,0.28,15.59,1.19,2.3,0.02,261.9737,-22.9552,80452619737214112,261.97369292,-22.95519548,0.014,0.011,90.0,1451548672,173,55908.51203704,5,58,16.2464,0.0012,16.1872,0.0019,16696,15.4758,0.0167,14.9876,0.0055,16892216,15.3274,0.0075,15.248,0.0417,16696,15.1216,0.0154,15.0721,0.0144,16892216,14.9634,0.0273,14.7539,0.0329,16793912,0.028965
106,,"PN G002.9-03.9 ",H2-39,4050818097742912640,A,272.024,-28.4363,0.1,17.81,0.76,1.91,-0.25,272.024,-28.4363,73872720239386759,272.02396923,-28.43631847,0.029,0.006,90.0,444915712,53,55965.01414352,2,70,16.5737,0.0485,15.5523,0.0145,16892216,17.0221,0.0093,15.3955,0.0182,16777496,16.7272,0.0149,16.1495,0.0157,16777488,16.166,0.0134,15.703,0.0568,16777488,16.0396,0.002,15.0868,0.0793,16892216,0.117377
108,,"PN G003.0+01.6 ",MGE003.0836+01.6435,4067166834825756288,B,266.6295,-25.448,1.12,19.01,2.58,3.89,0.91,266.6295,-25.448,77462666294892632,266.62950216,-25.44805659,0.005,0.004,0.0,436527104,52,55960.22983796,5,82,20.6918,0.0199,20.5775,0.0935,16892216,19.1293,0.0078,19.1316,0.0316,115000,18.1231,0.0205,18.0992,0.005,16892216,17.6057,0.0024,17.4629,0.0284,16892216,17.2395,0.0081,17.2117,0.0347,115000,0.20401
109,,"PN G003.0-01.7 ",PHRJ1759-2712,4063564770382530688,B,269.8882,-27.2141,0.96,18.54,2.36,2.67,1.24,269.8882,-27.2141,75342698881073455,269.88819084,-27.21405705,0.009,0.006,90.0,436527104,52,56014.40782407,5,67,20.4191,0.049,20.492,0.028,16892216,18.7646,0.0149,18.7918,0.0085,115000,17.914,0.0071,18.0574,0.0045,114992,17.3224,0.0461,17.5376,0.009,115000,17.0936,0.0261,17.2713,0.0386,115000,0.156966
110,,"PN G003.1+02.9 ",Hb4,4068200586367730944,A,265.47,-24.7023,0.06,17.52,1.1,2.81,-0.35,265.47,-24.7023,78352654705237436,265.47049124,-24.70240291,0.022,0.021,0.0,512024576,61,56005.3096875,3,80,15.3164,0.0525,14.2855,0.0333,16892216,15.1121,0.1415,13.8512,0.0054,16777496,15.818,0.1432,14.1988,0.035,16777496,15.0982,0.0521,13.8258,0.0363,16892216,14.0718,0.0547,12.838,0.0529,16892216,1.649511
111,,"PN G003.1+03.4 ",H2-17,4068268859125380224,B,265.0309,-24.4285,0.03,16.53,1.47,2.53,0.23,265.0309,-24.4285,78682650309396144,265.03092297,-24.42852059,0.03,0.006,0.0,512024576,61,56087.7083912,3,73,17.3278,0.0194,17.2029,0.008,16892216,15.7892,0.0114,15.0207,0.0055,16777496,15.9517,0.0028,15.6897,0.0094,16777496,15.6989,0.0162,15.3986,0.0016,16892216,15.3015,0.0345,14.3726,0.0092,16892216,0.107638
112,,"PN G003.1+03.7 ",PHRJ1738-2419,4068263155407067904,B,264.7154,-24.3289,0.06,16.64,2.54,2.48,1.52,264.7154,-24.3289,78802647153635642,264.71535927,-24.32890694,0.021,0.009,90.0,436527104,52,56061.99052083,4,83,18.7016,0.0093,18.7357,0.015,16892216,17.0017,5.0E-4,17.0509,0.0026,16777496,16.0584,0.0079,16.0493,0.0046,115000,15.4678,0.0114,15.531,0.0239,16892216,15.1044,0.0141,15.0867,0.0208,115000,0.136348
113,,"PN G003.1+04.1 ",K5-7,4116324247383734656,A,264.334,-24.0582,0.18,20.82,0.86,2.72,-0.57,264.334,-24.0582,79132643340230566,264.33399008,-24.05813832,0.025,0.025,90.0,444751872,53,55783.54099537,1,4,20.4973,0.0299,17.4107,0.0891,16892216,20.2249,0.0403,17.6682,0.0142,16777488,,,,,16416,,,,,16416,,,,,16416,0.227408
114,,"PN G003.1-01.6 ",PHRJ1759-2706,4063941524916168064,A,269.8591,-27.1098,1.79,20.06,2.31,7.0,-0.92,269.8591,-27.1098,75462698591538650,269.85912719,-27.1097435,0.014,0.011,90.0,444915712,53,56095.05791667,3,14,,,,,16416,20.6655,0.0588,20.4838,0.0812,16793912,19.6665,0.0227,19.3899,0.1044,16892208,18.8245,0.0031,18.9003,0.0299,16892216,18.6755,0.0168,19.0536,0.151,114744,0.222398
115,,"PN G003.1-02.1 ",PHRJ1801-2718,4063170320596559488,B,270.3536,-27.3031,0.16,19.35,2.45,2.81,1.28,270.3536,-27.3031,75232703535376689,270.35359462,-27.30306487,0.066,0.054,0.0,444915712,53,55906.12387731,5,49,20.5177,0.0597,20.277,0.0996,16892216,19.2376,0.0234,18.6953,0.0226,16892216,18.363,0.0365,17.8097,0.0613,16892208,17.7362,0.001,17.0459,0.0225,16892216,17.3013,0.0391,16.6155,0.0168,16892216,0.129724
116,,"PN G003.2+01.8 ",MGE003.2610+01.8522,4068018067278924032,B,266.5339,-25.1883,0.98,19.51,3.09,4.3,1.35,266.5339,-25.1883,77772665339394380,266.53394998,-25.18826657,0.005,0.005,0.0,436527104,52,55968.57976852,10,46,,,,,114720,20.3728,0.0574,20.5285,0.0962,115000,19.0726,0.0711,19.3361,0.1136,115000,18.0903,0.0026,18.2922,0.009,115000,17.5109,0.0486,17.8039,0.0287,115000,0.200727
117,,"PN G003.2-04.4 ",KFL12,4050866781253323264,A,272.6284,-28.3231,0.14,17.59,0.65,2.14,-0.49,272.6284,-28.3231,74012726284572687,272.62839176,-28.32307278,0.02,0.02,90.0,444915712,53,55974.06799769,3,77,16.9636,0.0088,16.5454,0.0221,16892216,16.87,0.0128,16.1577,0.0414,16892208,17.5015,0.1568,17.4318,0.2613,16777496,17.1397,0.0191,16.6153,0.0693,16777488,16.9763,0.0445,16.4105,0.086,16892216,0.098411
118,,"PN G003.2-06.2 ",M2-36,4049788611227556864,B,274.4227,-29.1389,0.41,17.04,0.25,0.76,-0.16,274.4227,-29.1389,73032744226223713,274.42262723,-29.13882549,0.008,0.006,0.0,243589120,29,55647.66936343,6,59,13.5702,0.0115,12.6983,0.0166,16892216,13.9996,0.0344,12.6286,3.0E-4,16892984,14.9275,0.0321,13.9681,0.0568,16810544,14.2067,0.0325,13.7197,0.0182,16892216,13.4724,0.0599,12.6199,0.0086,16892216,0.354651
119,*,"PN G003.3+66.1 ",SkAc1,1227151802340968832,A,214.0914,13.8734,0.17,18.5,-0.31,0.0,-0.31,214.0914,13.8734,124642140914228522,214.09140846,13.87335702,0.021,0.008,0.0,436527104,52,55985.47728009,5,82,18.2351,0.0055,18.2566,0.008,115000,18.6535,0.0041,18.6984,0.0122,115000,18.9118,0.0064,18.9711,0.0048,115000,19.0544,0.0155,19.1514,0.0229,115000,19.1345,0.038,19.1747,0.0646,115000,0.156589
120,*,"PN G003.3-04.6 ",Ap1-12,4050854450293755136,B,272.8962,-28.3769,0.32,13.34,0.56,1.03,0.02,272.8962,-28.3769,73942728962638094,272.89622448,-28.37688774,0.119,0.039,90.0,243589120,29,56054.54966435,9,57,13.4772,0.001,13.3352,0.001,16876088,12.9133,0.0295,12.7276,0.0318,16876600,14.8856,0.0,14.4793,0.0,16777496,13.3253,0.0065,13.1729,0.0371,16810288,13.2873,0.0195,13.1923,0.005,16793912,0.088724
121,,"PN G003.3-07.5 ",KFL19,4050998383326315264,B,275.7872,-29.7239,0.78,17.7,-0.04,0.87,-0.52,275.7872,-29.7239,72332757872031693,275.78719042,-29.7238431,0.011,0.007,0.0,444915712,53,55955.55015046,5,38,17.3396,0.0043,16.2748,0.0063,16892216,17.8066,0.059,17.0814,0.0069,16892216,18.1116,0.0314,18.2791,0.0599,16892208,18.1146,0.0138,18.0485,0.0175,16892216,18.1685,0.0406,17.926,0.0876,16892216,0.206453
122,*,"PN G003.4+01.4 ",PHRJ1748-2515,4067255586030985856,B,267.0648,-25.254,0.84,16.79,2.32,3.33,0.86,267.0648,-25.254,77692670647715481,267.0647568,-25.25403577,0.003,0.002,90.0,503635968,60,56004.03982639,5,92,18.5152,0.007,18.6092,0.009,115000,17.0706,0.0035,17.0833,0.0048,115000,16.2659,0.0098,16.2885,0.004,115000,15.6865,0.0034,15.692,0.0048,16892216,15.2346,0.0065,15.2609,0.0208,115000,0.191406
123,,"PN G003.5+02.7 ",PTB1,4068113170792152448,B,265.9134,-24.5317,0.16,19.57,1.39,2.85,-0.05,265.9134,-24.5317,78562659134192299,265.91341008,-24.53171219,0.042,0.017,90.0,1376051200,164,56262.44787037,1,16,20.643,0.0232,20.8744,0.0344,114992,19.7764,0.029,20.1763,0.1342,280,19.4421,0.0253,20.1368,0.0754,272,19.0572,0.0273,,,272,18.9584,0.0504,,,16688,0.054529
124,,"PN G003.5-01.2 ",PPAJ1758-2628,4064034330564300928,A,269.654,-26.4798,0.37,19.78,2.81,13.42,-1.55,269.654,-26.4798,76222696540574610,269.65405266,-26.4797824,0.017,0.011,0.0,512024576,61,55833.23364583,4,52,21.979,,,,16420,17.8793,0.0045,17.5343,0.0186,16892216,17.3812,0.0029,17.0662,0.0775,16892216,16.4634,0.0091,15.8631,0.0294,16892216,15.1395,0.0095,14.7281,0.011,16892216,0.180229
125,,"PN G003.5-02.4 ",IC4673,4063199904342190208,A,270.8269,-27.1063,0.72,18.02,0.62,3.36,-1.06,270.8269,-27.1063,75472708267252630,270.82690749,-27.10632222,0.075,0.007,90.0,444915712,53,56007.84260417,6,30,,,,,16416,17.296,0.0155,13.5874,0.0167,16892216,17.5425,0.0184,14.5759,0.0303,16892208,17.2236,0.047,14.1955,0.0434,16892208,16.8665,0.0,14.4686,0.0,16793912,0.082296
126,,"PN G003.5-02.9 ",MPAJ1805-2721,4063136059789043968,B,271.3046,-27.3524,0.5,16.56,2.09,1.77,1.34,271.3046,-27.3524,75172713045937494,271.30462,-27.35235346,0.057,0.007,90.0,176480256,21,55895.27341435,7,42,18.2374,0.0014,18.2995,0.059,16892208,16.7719,0.0179,16.7028,0.0301,16892208,16.0364,0.0045,15.9922,0.0051,16810288,15.5288,9.0E-4,15.3154,0.0084,16777488,15.3459,0.0372,15.4616,0.0608,16892216,0.178749
127,,"PN G003.7-01.1 ",MGE003.7724-01.1833,4064063738136080384,B,269.7229,-26.293,1.39,17.41,1.76,3.36,0.12,269.7229,-26.293,76442697229098772,269.72292072,-26.29296756,0.009,0.002,0.0,436527104,52,56109.33991898,5,85,18.6057,0.0054,18.7179,0.0123,115000,17.537,0.0083,17.6016,0.004,115000,16.9488,0.007,17.0076,0.006,115000,16.5815,0.0107,16.6689,0.0105,115000,16.3347,0.0124,16.4769,0.016,115000,0.132295
128,,"PN G003.7-04.6 ",M2-30,4050902790361481856,A,273.1433,-27.9696,0.06,16.87,0.0,1.23,-0.68,273.1433,-27.9696,74432731433916821,273.14332179,-27.96960059,0.043,0.037,90.0,444915712,53,55796.58726852,2,36,14.653,0.026,13.4669,0.0151,16892208,14.5441,0.0335,14.0466,0.1318,16777496,16.0206,0.0148,15.1166,0.0019,16777488,15.6733,0.0043,,,16892208,15.1177,0.0313,13.8723,0.0187,16777496,0.069282
129,,"PN G003.8+00.5 ",Kn118,4067402031554765440,B,268.1034,-25.3775,1.14,20.83,2.66,17.86,-1.78,268.1034,-25.3775,77542681034127346,268.10339397,-25.37747819,0.026,0.012,90.0,310697984,37,56169.93851852,0,8,,,,,0,,,,,0,19.7565,0.0485,19.475,0.1075,16777496,18.9883,0.0036,18.7931,0.0354,16777752,18.3089,0.0269,17.7418,0.0298,16777488,0.082795
130,,"PN G003.8-03.2 ",PHRJ1807-2715,4063035664833519616,B,271.8126,-27.2639,1.22,18.47,1.07,1.59,0.28,271.8126,-27.2639,75282718126273670,271.81262906,-27.26392533,0.056,0.026,0.0,436527104,52,55974.03076389,1,52,19.029,0.0181,19.0575,0.0023,115000,18.417,9.0E-4,18.122,0.0412,16777496,18.3789,0.0175,18.1216,0.0219,272,18.2899,0.0051,17.8649,0.0275,16793904,18.2976,0.0578,18.251,0.0963,16696,0.12835
131,,"PN G003.8-17.1 ",Hb8,6756677421471688064,B,286.3997,-33.1939,0.38,14.93,-0.52,0.24,-0.66,286.3997,-33.1939,68162863997527660,286.39976687,-33.19383369,0.012,0.006,90.0,369418240,44,56784.5740162,0,8,14.498,,,,4,14.621,,,,4,15.3693,0.0064,15.3506,0.0015,280,14.864,,,,4,14.902,,,,4,0.315289
