# recno   PNG           Name              f_PNG   RAJ2000              DEJ2000                SpType1              r_SpType1   SpType2         r_SpType2   BR        rspect                     Com                                                                                                                                  SimbadName       recno   PNG           l_logg   logg   E_logg   e_logg   r_logg    TpTeff    l_logTeff   logTeff   E_logTeff   e_logTeff   r_logTeff   l_logL   logL    E_logL   e_logL   r_logL    Band   l_mag   mag     E_mag   e_mag   r_mag     Note      
  184     "054.1-12.1 " "NGC 6891"        " "     303.78666666666663   12.70433333333333      "O(H)3 Ib(f*)"       "WM2015 "   " "             "       "   "       " WM2015                     " "                                                                                                                                  "PN G054.1-12.1" 184     "054.1-12.1 " " "      4.0    ""       ""       "MK1992 " eff       " "         4.699     ""          ""          "MK1992 "   " "      4.02    ""       ""       "MK1992 " "v "   " "     12.43   ""      ""      "TA1991 " " "       
  192     "058.3-10.9 " "IC 4997"         " "     305.03666666666663   16.731555555555552     wels                 "TA1993 "   "[WC 10]"       "ZA1986 "   "       " MA2003                     " "                                                                                                                                  "PN G058.3-10.9" 192     "058.3-10.9 " " "      4.2    ""       ""       "ZK1993 " eff       " "         4.74      ""          ""          "HA1994 "   " "      3.314   ""       ""       "HA1994 " "v "   " "     14.4    ""      ""      "Ph2005 " " "       
  191     "057.2-08.9 " "NGC 6879"        " "     302.61125            16.92261111111111      "O(He)3 f"           "WM2015 "   " "             "       "   "       " WM2015                     " "                                                                                                                                  "PN G057.2-08.9" 191     "057.2-08.9 " " "      4.34   ""       ""       "M1997  " eff       " "         4.835     0.026       0.026       "SV2002 "   " "      3.617   0.13     0.13     "SV2002 " "v "   " "     14.8    ""      ""      "TA1991 " " "       
  202     "061.4-09.5 " "NGC 6905"        " "     305.5954166666666    20.104666666666663     "[WO 2]"             "AN2003 "   " "             "       "   "       " MP2006                     " "                                                                                                                                  "PN G061.4-09.5" 202     "061.4-09.5 " " "      4.7    ""       ""       "ZK1993 " eff       " "         5.117     0.042       0.042       SB2019b     " "      4.01    ""       ""       GM2019b   "v "   " "     15.7    ""      ""      SB2019b   " "       
  183     "053.8-03.0 " "A 63"            " "     295.5433333333333    17.087361111111107     "sdO + ?"            "WW1993 "   "M4 V"          "SECGPN "   "MP2007 " WW1993                     " "                                                                                                                                  "PN G053.8-03.0" 183     "053.8-03.0 " " "      8.0    ""       ""       "SG2003 " eff       " "         4.623     ""          ""          "SV2002 "   " "      1.922   ""       ""       "SV2002 " "v "   " "     18.04   ""      ""      "WW1993 " " "       
  185     "054.2-03.4 " "IRAS 19417+1701" " "     295.99791666666664   17.150249999999996     "H-poor + ?"         "MB2013 "   " "             "       "   "MB2013 " MB2013                     " "                                                                                                                                  "PN G054.2-03.4" 185     "054.2-03.4 " " "      ""     ""       ""       "       " " "       " "         ""        ""          ""          "       "   " "      ""      ""       ""       "       " "i "   " "     17.25   ""      ""      "CS2011 " " "       
  186     "054.4-02.5 " "M 1-72"          " "     295.39124999999996   17.75483333333333      cont.                "WG2018 "   " "             "       "   "       " WG2018                     " "                                                                                                                                  "PN G054.4-02.5" 186     "054.4-02.5 " " "      3.8    ""       ""       "ZK1993 " " "       " "         4.679     ""          ""          "ZK1993 "   " "      4.149   ""       ""       "ZK1993 " "v "   " "     17.7    ""      ""      "TA1991 " " "       
  187     "055.1-01.8 " "K 3-43"          " "     295.10791666666665   18.82061111111111      "M + ?"              "SF1987 "   " "             "       "   bc-CSPN   -                          " "                                                                                                                                  "PN G055.1-01.8" 187     "055.1-01.8 " " "      ""     ""       ""       "       " " "       " "         ""        ""          ""          "       "   " "      ""      ""       ""       "       " "  "   " "     ""      ""      ""      "       " " "       
  189     "055.5-00.5 " "M 1-71"          " "     294.1120833333333    19.70669444444444      wels                 "TA1993 "   " "             "       "   "       " -                          " "                                                                                                                                  "PN G055.5-00.5" 189     "055.5-00.5 " " "      ""     ""       ""       "       " " "       " "         ""        ""          ""          "       "   " "      ""      ""       ""       "       " "  "   " "     ""      ""      ""      "       " " "       
  195     "060.0-04.3 " "A 68"            " "     300.0441666666666    21.715388888888885     H-rich               "WG2018 "   " "             "       "   "       " WG2018                     " "                                                                                                                                  "PN G060.0-04.3" 195     "060.0-04.3 " " "      ""     ""       ""       "       " " "       " "         ""        ""          ""          "       "   " "      ""      ""       ""       "       " "v "   " "     13.26   ""      ""      "SECGPN " " "       
  199     "060.8-03.6 " "NGC 6853"        " "     299.90124999999995   22.721138888888884     "DAO +"              "NS1995 "   " "             "       "   "C1973  " GB2010                     " "                                                                                                                                  "PN G060.8-03.6" 199     "060.8-03.6 " " "      7.36   ""       ""       "GB2010 " eff       " "         5.13      ""          ""          GM2019b     " "      2.44    ""       ""       GM2019b   "v "   " "     14.2    0.2     0.2     "NS1995 " " "       
  196     "060.1-07.7 " "NGC 6886"        " "     303.1783333333333    19.98961111111111      cont.                "CP1985 "   " "             "       "   "       " -                          " "                                                                                                                                  "PN G060.1-07.7" 196     "060.1-07.7 " " "      7.0    ""       ""       "SP2015 " eff       " "         5.216     0.053       0.053       "SP2015 "   " "      2.892   ""       ""       "SP2015 " "v "   " "     18.0    ""      ""      "TS1994 " " "       
  213     "068.3-02.7 " "Hen 2-459"       " "     303.49125            29.565527777777774     "[WC 9]"             "AN2003 "   " "             "       "   "       " LH1998                     " "                                                                                                                                  "PN G068.3-02.7" 213     "068.3-02.7 " " "      4.4    ""       ""       "HW2006 " *         " "         4.886     ""          ""          "AN2003 "   " "      4.37    ""       ""       "Ko2001 " "v "   " "     17.3    ""      ""      "AN2003 " " "       
  217     "072.7-17.1 " "A 74"            " "     319.2179166666666    24.147722222222217     DAO                  "NS1995 "   " "             "       "   "       " NS1995                     " "                                                                                                                                  "PN G072.7-17.1" 217     "072.7-17.1 " " "      6.82   0.27     0.27     "N1999  " eff       " "         5.033     0.06        0.06        "N1999  "   " "      1.49    ""       ""       GM2019b   "v "   " "     17.05   ""      ""      "HD2007 " " "       
  225     "081.2-14.9 " "A 78"            " "     323.87249999999995   31.695916666666662     "[WC]-PG 1159"       "GT2000 "   " "             "       "   "       " PC2005,TG2015,WK1992       " "                                                                                                                                  "PN G081.2-14.9" 225     "081.2-14.9 " " "      5.7    ""       ""       "Gd2013 " " "       " "         5.053     ""          ""          "Gd2013 "   " "      3.75    ""       ""       GM2019b   "v "   " "     13.26   ""      ""      GM2019b   " "       
